Date,Temperature,Location
2020-10-28,28.29065339809094,City C
2020-10-29,19.409179774357153,City C
2020-10-30,16.59910898001575,City B
2020-10-31,23.33191541015957,City A
2020-11-01,17.696401063057234,City C
2020-11-02,13.328707642986233,City B
2020-11-03,13.266412471012224,City C
2020-11-04,23.468865763450662,City A
2020-11-05,19.202132809268665,City B
2020-11-06,19.331492201657802,City A
2020-11-07,25.388719029881315,City C
2020-11-08,14.365870956216282,City A
2020-11-09,16.346611235675876,City A
2020-11-10,18.075600954093623,City C
2020-11-11,20.47175794658537,City A
2020-11-12,19.789142743547107,City B
2020-11-13,18.56556403805046,City C
2020-11-14,19.691867989521764,City A
2020-11-15,19.46347361854413,City A
2020-11-16,16.401978057241035,City C
2020-11-17,15.935035057229612,City A
2020-11-18,21.372581788619698,City B
2020-11-19,15.54542458502236,City C
2020-11-20,14.213223704045731,City B
2020-11-21,18.438538744371535,City B
2020-11-22,19.21166491918092,City B
2020-11-23,31.283617486491046,City C
2020-11-24,16.476498620718832,City C
2020-11-25,24.716303624847473,City B
2020-11-26,23.73594167102316,City C
2020-11-27,14.055275223981319,City B
2020-11-28,23.866264887013,City B
2020-11-29,14.080596799033412,City A
2020-11-30,6.704138810016296,City B
2020-12-01,23.031597621796905,City C
2020-12-02,11.220547082811404,City B
2020-12-03,22.254672309029573,City B
2020-12-04,16.579945511313916,City A
2020-12-05,28.29775398094936,City B
2020-12-06,25.342546996580047,City B
2020-12-07,17.73307098074306,City A
2020-12-08,16.56081194485659,City A
2020-12-09,13.929612984529397,City C
2020-12-10,17.79538683853704,City B
2020-12-11,18.598222524077453,City B
2020-12-12,18.176532278041574,City A
2020-12-13,20.78351927636182,City C
2020-12-14,22.89260748864439,City B
2020-12-15,21.74827228496587,City B
2020-12-16,16.179280380467784,City A
2020-12-17,12.811042630992109,City A
2020-12-18,26.82265924051236,City A
2020-12-19,16.552754077250313,City B
2020-12-20,16.738532000324906,City B
2020-12-21,17.394053438494446,City C
2020-12-22,10.784652249216757,City A
2020-12-23,17.610129979797566,City A
2020-12-24,17.601720929960262,City A
2020-12-25,23.101791491717563,City B
2020-12-26,23.49228574553668,City C
2020-12-27,20.018854445431348,City C
2020-12-28,24.65924187057152,City A
2020-12-29,21.69982491900631,City B
2020-12-30,19.921589441987226,City A
2020-12-31,20.804640841491114,City A
2021-01-01,19.046732532093003,City C
2021-01-02,18.02575242983275,City C
2021-01-03,18.661332315530167,City B
2021-01-04,14.359943342649967,City A
2021-01-05,21.40220852658148,City A
2021-01-06,15.034381945352097,City B
2021-01-07,24.208156320368182,City A
2021-01-08,18.752707099195256,City B
2021-01-09,20.247474908250453,City B
2021-01-10,22.46918388140478,City B
2021-01-11,23.21657232531464,City C
2021-01-12,12.146882956832737,City A
2021-01-13,18.965481619180142,City C
2021-01-14,24.400894560403913,City C
2021-01-15,11.509470902838729,City B
2021-01-16,21.936402376975316,City B
2021-01-17,8.722178852989053,City A
2021-01-18,14.887465781821982,City B
2021-01-19,20.19315275920094,City A
2021-01-20,11.716424488390231,City A
2021-01-21,15.072446311579247,City A
2021-01-22,12.640824962682066,City A
2021-01-23,28.240674661037797,City A
2021-01-24,20.82113877743667,City B
2021-01-25,22.836451389263345,City C
2021-01-26,18.88662449742423,City A
2021-01-27,18.232841256214005,City C
2021-01-28,11.917629056744838,City A
2021-01-29,18.540813186260685,City C
2021-01-30,16.192538940941883,City C
2021-01-31,24.289619621461682,City A
2021-02-01,25.705509333287868,City B
2021-02-02,27.332893577870887,City B
2021-02-03,24.26275969730616,City B
2021-02-04,17.00673031538507,City B
2021-02-05,14.420515070198029,City C
2021-02-06,23.83331590822543,City A
2021-02-07,21.781464087361446,City A
2021-02-08,11.157307746614846,City B
2021-02-09,21.777408963718845,City A
2021-02-10,24.07259911243933,City A
2021-02-11,20.29462794590815,City A
2021-02-12,19.074731644953292,City C
2021-02-13,15.961757561918223,City A
2021-02-14,12.76732650218306,City A
2021-02-15,24.001489746700138,City B
2021-02-16,18.454427776141458,City C
2021-02-17,18.832666692281535,City C
2021-02-18,28.663605934595665,City A
2021-02-19,23.42250553429595,City A
2021-02-20,21.85412500640551,City C
2021-02-21,20.71030902593618,City A
2021-02-22,27.599974303828866,City A
2021-02-23,28.597946537080972,City B
2021-02-24,24.647525557397643,City C
2021-02-25,22.911122956989622,City B
2021-02-26,9.526984643969277,City B
2021-02-27,20.618609571167532,City B
2021-02-28,19.34946522903148,City C
2021-03-01,20.469766146927842,City A
2021-03-02,24.71523043661259,City B
2021-03-03,6.301614164052218,City A
2021-03-04,17.153439732649076,City B
2021-03-05,21.349521774703806,City A
2021-03-06,17.665772269736188,City B
2021-03-07,12.915469434368703,City A
2021-03-08,24.34481743448398,City A
2021-03-09,21.38435952923064,City B
2021-03-10,15.144477147777577,City A
2021-03-11,21.57408602257912,City B
2021-03-12,24.10792856024898,City B
2021-03-13,20.026463231496805,City C
2021-03-14,24.002824017154985,City B
2021-03-15,20.391300875808305,City A
2021-03-16,18.02385508672823,City A
2021-03-17,14.202897418000436,City C
2021-03-18,19.570346165141935,City C
2021-03-19,20.97146469022886,City B
2021-03-20,24.379163807936656,City A
2021-03-21,19.424462657563865,City C
2021-03-22,22.287078031104954,City A
2021-03-23,15.176939931331358,City C
2021-03-24,16.086854220862374,City A
2021-03-25,19.448053504865563,City A
2021-03-26,14.72685768007493,City C
2021-03-27,24.101239186623406,City A
2021-03-28,22.315651646593036,City B
2021-03-29,21.395478821962268,City B
2021-03-30,21.694520626079722,City A
2021-03-31,30.105217807423987,City B
2021-04-01,17.655679060166023,City A
2021-04-02,8.992793572497211,City B
2021-04-03,20.996500984482324,City C
2021-04-04,19.74698229519167,City A
2021-04-05,17.412404787447983,City A
2021-04-06,15.105850703206151,City B
2021-04-07,17.80405239098926,City C
2021-04-08,20.906692146089107,City A
2021-04-09,17.485916496787308,City C
2021-04-10,32.06226839771874,City A
2021-04-11,15.19747809183426,City B
2021-04-12,16.03441318646164,City B
2021-04-13,8.556899799927358,City C
2021-04-14,21.257422075107684,City B
2021-04-15,9.917966861001199,City C
2021-04-16,17.302726833127494,City B
2021-04-17,18.621647327197216,City C
2021-04-18,16.451360170765557,City B
2021-04-19,28.694363387272553,City C
2021-04-20,24.971971956577494,City B
2021-04-21,26.59568438150788,City C
2021-04-22,15.587905907250407,City A
2021-04-23,25.642970322572843,City C
2021-04-24,22.48000473171981,City B
2021-04-25,23.857029743384228,City B
2021-04-26,25.147194143913836,City A
2021-04-27,15.456183770204735,City B
2021-04-28,17.878411895110492,City A
2021-04-29,24.312980056642257,City C
2021-04-30,6.721904535125336,City B
2021-05-01,27.566640412866025,City A
2021-05-02,22.76566032103792,City A
2021-05-03,19.771480196698825,City B
2021-05-04,21.102538278785865,City A
2021-05-05,14.850323583455118,City A
2021-05-06,18.250283177054477,City C
2021-05-07,25.501421691101868,City C
2021-05-08,26.490109861631105,City C
2021-05-09,33.481120262817896,City A
2021-05-10,19.630376668597926,City B
2021-05-11,16.707235165974982,City C
2021-05-12,17.428830170300056,City B
2021-05-13,14.909790623563175,City C
2021-05-14,19.610726220295746,City A
2021-05-15,21.91366215006134,City C
2021-05-16,19.828788597340232,City B
2021-05-17,25.481734228328992,City A
2021-05-18,18.82892099327732,City B
2021-05-19,18.262746737507182,City A
2021-05-20,17.093657615698373,City B
2021-05-21,11.836827368827525,City C
2021-05-22,12.16116137845773,City A
2021-05-23,14.104210346811561,City B
2021-05-24,26.507140358323802,City A
2021-05-25,24.47630136444965,City B
2021-05-26,26.874820331964948,City B
2021-05-27,13.33894172702749,City A
2021-05-28,10.1568765510699,City C
2021-05-29,16.699718399329587,City A
2021-05-30,20.87909476648014,City C
2021-05-31,22.49345137454914,City B
2021-06-01,25.239860779840264,City A
2021-06-02,21.42139835403607,City A
2021-06-03,28.713343903278158,City C
2021-06-04,18.886971595258398,City C
2021-06-05,15.434603909791019,City A
2021-06-06,11.593908922527833,City A
2021-06-07,15.55514320952275,City B
2021-06-08,21.210589804925615,City A
2021-06-09,15.556398713231847,City A
2021-06-10,24.683712317676285,City A
2021-06-11,27.061638530187217,City B
2021-06-12,8.152065473866985,City C
2021-06-13,24.32026150248824,City A
2021-06-14,8.801979706691316,City A
2021-06-15,22.007495275451436,City B
2021-06-16,26.124352820968298,City A
2021-06-17,20.324280531717882,City C
2021-06-18,13.601554133978802,City B
2021-06-19,17.072843978611136,City B
2021-06-20,18.691772771445496,City A
2021-06-21,19.088776081050284,City A
2021-06-22,18.985515796166666,City C
2021-06-23,19.450586103453432,City B
2021-06-24,21.067400244550843,City B
2021-06-25,13.957131731333893,City B
2021-06-26,18.789900850648902,City B
2021-06-27,27.59130585177853,City B
2021-06-28,18.07677288428741,City C
2021-06-29,17.780819534224012,City C
2021-06-30,25.39098651857119,City C
2021-07-01,7.204076668279518,City B
2021-07-02,25.90689300644143,City C
2021-07-03,16.840481209974165,City B
2021-07-04,20.819642862262935,City C
2021-07-05,20.481606779605983,City A
2021-07-06,24.712340596101967,City A
2021-07-07,18.66202626882326,City B
2021-07-08,16.609871092177748,City C
2021-07-09,26.489228953255495,City A
2021-07-10,8.179130914294099,City B
2021-07-11,20.101670908526216,City A
2021-07-12,13.260372886854398,City A
2021-07-13,16.192133058717204,City B
2021-07-14,30.056283407315686,City A
2021-07-15,19.777022867720714,City A
2021-07-16,20.975348485756907,City B
2021-07-17,11.092185721472044,City B
2021-07-18,16.35477670602652,City B
2021-07-19,20.982787003643924,City A
2021-07-20,21.773788465566092,City C
2021-07-21,23.084432771966394,City B
2021-07-22,20.04313949458788,City C
2021-07-23,22.635021042273298,City C
2021-07-24,22.26890956317842,City A
2021-07-25,10.851297944977343,City B
2021-07-26,20.18502860955075,City A
2021-07-27,23.839512038663518,City B
2021-07-28,22.949399103672597,City B
2021-07-29,18.18070595014605,City C
2021-07-30,15.97186746230316,City A
2021-07-31,14.40844037839184,City C
2021-08-01,19.34472994229294,City A
2021-08-02,25.66539939779861,City C
2021-08-03,10.24097949259199,City B
2021-08-04,16.70054135135251,City B
2021-08-05,14.300987722866129,City B
2021-08-06,23.9247876062025,City A
2021-08-07,17.228451867143495,City B
2021-08-08,17.646811709226043,City A
2021-08-09,18.915252150316753,City C
2021-08-10,22.226966254473986,City C
2021-08-11,18.038055009251817,City C
2021-08-12,4.769284726000366,City B
2021-08-13,22.7165594569376,City A
2021-08-14,22.19521478836021,City B
2021-08-15,18.902294858343932,City B
2021-08-16,14.579816896640327,City B
2021-08-17,21.758900553406793,City A
2021-08-18,21.896177667677932,City A
2021-08-19,17.649835586495627,City B
2021-08-20,18.916342647122306,City B
2021-08-21,15.349217487378393,City A
2021-08-22,19.107054539563354,City B
2021-08-23,12.247853274582596,City A
2021-08-24,22.08659410515918,City C
2021-08-25,15.278157545878532,City C
2021-08-26,21.19051573916156,City B
2021-08-27,12.970185418660503,City A
2021-08-28,17.0497117706523,City A
2021-08-29,19.447552974670362,City B
2021-08-30,11.696500940653683,City B
2021-08-31,20.57573936570046,City A
2021-09-01,18.104262185600387,City C
2021-09-02,11.288219010953847,City B
2021-09-03,13.483786229438422,City A
2021-09-04,23.025600420410832,City C
2021-09-05,24.47777992775662,City B
2021-09-06,19.340456801100164,City C
2021-09-07,22.02380906020249,City C
2021-09-08,21.119217816564554,City B
2021-09-09,21.64811491063869,City A
2021-09-10,26.429920035401466,City A
2021-09-11,12.46500800892864,City A
2021-09-12,23.382303661808116,City C
2021-09-13,18.0899552221109,City C
2021-09-14,18.8787053287418,City C
2021-09-15,18.48875134772465,City B
2021-09-16,18.12426441669358,City B
2021-09-17,13.869019041084904,City B
2021-09-18,20.916695996288006,City C
2021-09-19,28.354715163944284,City B
2021-09-20,19.719334897756216,City B
2021-09-21,19.99307478632452,City C
2021-09-22,16.56350481421668,City C
2021-09-23,19.412627267909443,City C
2021-09-24,22.330832130170155,City A
2021-09-25,18.148787796478285,City B
2021-09-26,17.730979794739994,City B
2021-09-27,22.016322700816232,City C
2021-09-28,15.409976150904772,City C
2021-09-29,21.26248313538436,City A
2021-09-30,24.10160898630711,City B
2021-10-01,26.79974270839742,City C
2021-10-02,19.548089963615265,City A
2021-10-03,26.837986199033566,City B
2021-10-04,25.17204943240759,City C
2021-10-05,15.018936798144669,City B
2021-10-06,13.910307442034245,City A
2021-10-07,18.475181810727896,City B
2021-10-08,25.144677462974272,City A
2021-10-09,19.638564962199975,City C
2021-10-10,16.996712211711056,City A
2021-10-11,27.761215900242803,City C
2021-10-12,21.434522440016732,City A
2021-10-13,8.397028621046292,City B
2021-10-14,21.585803131463443,City C
2021-10-15,22.600203072854338,City A
2021-10-16,21.12804327235552,City B
2021-10-17,22.248560501159965,City B
2021-10-18,19.663621955385093,City A
2021-10-19,13.40802065177633,City B
2021-10-20,18.146479983897734,City C
2021-10-21,15.271921022218542,City B
2021-10-22,15.33629544602811,City B
2021-10-23,13.684658254488623,City A
2021-10-24,22.262445463198233,City C
2021-10-25,20.489480727063135,City A
2021-10-26,17.75917318659646,City C
2021-10-27,16.75331036134806,City C
2021-10-28,19.88288447489274,City B
2021-10-29,25.395973640562445,City B
2021-10-30,9.978921422505424,City B
2021-10-31,21.884382604254462,City B
2021-11-01,17.27144012991109,City A
2021-11-02,10.577070775102762,City A
2021-11-03,10.271484584180206,City C
2021-11-04,15.436082529323542,City B
2021-11-05,21.097547778965225,City C
2021-11-06,21.965314669900458,City A
2021-11-07,15.305092136611073,City B
2021-11-08,25.08510495706622,City B
2021-11-09,27.11491748258053,City B
2021-11-10,21.9804329247828,City A
2021-11-11,17.042986660959446,City C
2021-11-12,25.622095922551843,City B
2021-11-13,23.776978478316693,City B
2021-11-14,24.33703705677459,City C
2021-11-15,16.717681625142344,City C
2021-11-16,5.827227473626488,City C
2021-11-17,30.583955107418376,City B
2021-11-18,11.945607982750332,City B
2021-11-19,19.821159640698895,City B
2021-11-20,31.903726756098752,City C
2021-11-21,21.65288378137187,City B
2021-11-22,24.74623236779118,City A
2021-11-23,12.488017153091437,City B
2021-11-24,11.111665226331468,City C
2021-11-25,17.336486040102226,City A
2021-11-26,25.4537486721725,City C
2021-11-27,18.26875276176345,City B
2021-11-28,16.026818394642508,City A
2021-11-29,20.989836449724837,City B
2021-11-30,25.409676092386327,City C
2021-12-01,12.77529900463314,City B
2021-12-02,13.947285029383242,City B
2021-12-03,16.05665372745317,City C
2021-12-04,25.473191873560456,City C
2021-12-05,21.17410762974366,City B
2021-12-06,30.66076705285222,City C
2021-12-07,24.68222862915558,City B
2021-12-08,19.82452411565165,City B
2021-12-09,26.32538919044383,City A
2021-12-10,21.05748506365939,City B
2021-12-11,16.475393237462775,City B
2021-12-12,23.399874221225513,City C
2021-12-13,16.518366730694588,City A
2021-12-14,18.548014495980667,City A
2021-12-15,26.638913479789913,City A
2021-12-16,19.493592568913,City B
2021-12-17,15.984293063291858,City A
2021-12-18,17.67831154282254,City A
2021-12-19,25.108952927943363,City C
2021-12-20,17.237296632916355,City C
2021-12-21,18.065645765746766,City B
2021-12-22,17.448536301831858,City B
2021-12-23,20.91962747170155,City B
2021-12-24,18.072551198121957,City C
2021-12-25,11.990819755137315,City A
2021-12-26,15.564095290774798,City A
2021-12-27,15.33605479246781,City A
2021-12-28,26.216596922275777,City C
2021-12-29,24.063370210545212,City C
2021-12-30,22.93629689699913,City C
2021-12-31,17.473208413677952,City C
2022-01-01,15.921042290030144,City A
2022-01-02,17.462411991713214,City A
2022-01-03,14.74059948724163,City C
2022-01-04,32.48600195793504,City C
2022-01-05,8.77339175814299,City A
2022-01-06,22.820042675369045,City B
2022-01-07,13.577238510037365,City B
2022-01-08,19.478282542526536,City C
2022-01-09,15.059990287531328,City C
2022-01-10,14.111855187586846,City B
2022-01-11,14.299018495325193,City C
2022-01-12,28.77493076871029,City B
2022-01-13,19.33505788845204,City A
2022-01-14,16.171489027609567,City A
2022-01-15,22.778934820414364,City C
2022-01-16,20.051746572831497,City B
2022-01-17,23.600168796708264,City C
2022-01-18,10.87871672031085,City C
2022-01-19,21.518019522310006,City A
2022-01-20,23.863474185511908,City B
2022-01-21,11.692008544427182,City B
2022-01-22,22.240976422116564,City C
2022-01-23,28.480907864140804,City A
2022-01-24,19.925711483226486,City B
2022-01-25,24.107029685124054,City B
2022-01-26,23.35285225155455,City C
2022-01-27,16.462471512447117,City A
2022-01-28,20.198833672932476,City B
2022-01-29,12.165026445691987,City A
2022-01-30,17.74348481448737,City C
2022-01-31,21.32843987483118,City C
2022-02-01,23.61550246868899,City B
2022-02-02,20.123060626239557,City A
2022-02-03,23.59991865071583,City B
2022-02-04,14.485468935223151,City B
2022-02-05,19.491513627225643,City A
2022-02-06,20.096396922565386,City C
2022-02-07,29.247956233398185,City A
2022-02-08,18.92916671899958,City A
2022-02-09,17.504916810029087,City B
2022-02-10,20.106756119217742,City C
2022-02-11,15.404432775650282,City C
2022-02-12,20.96376924532608,City B
2022-02-13,18.17472391726871,City B
2022-02-14,11.043362259794081,City C
