ClientID,Industry,MonthlySpend,TicketsRaised,SLACompliance,CSAT,OnboardingScore,RenewalLikelihood,AccountAgeMonths,Region,IsEnterprise,Churned
10032,Tech,41113.036112706584,12.0,90.44734547628147,2.5327108718355253,98.5875089787641,0.29603711361776053,31,Europe,0,0
10033,Tech,49603.91364561609,5.0,96.35923353967772,2.6275367073033777,97.38850148626787,0.2129248870669047,55,Latin America,0,0
10034,Retail,54202.4173822941,6.0,70.91181381498566,4.171739823686809,65.33713626795779,0.6360572719238424,52,Latin America,0,0
10035,Healthcare,37855.94720117531,9.0,96.15273695705312,3.9745676718124914,,0.7921091647182392,66,Latin America,0,0
10036,Manufacturing,56360.915666961344,,90.93139703716292,3.9388207462385094,77.13253316476167,0.615823118245473,46,North America,0,1
10037,Healthcare,42892.409793936255,13.0,75.12266301963132,2.7758071900611787,57.604606443319376,0.8100106138999066,4,North America,0,0
10038,Manufacturing,49783.215936825814,5.0,70.7704286927079,3.380152923913384,96.20337921403325,0.6667273553506357,22,Europe,1,0
10039,Retail,58194.26372005549,8.0,77.79779734376959,,87.67971550325821,0.6899692712542252,45,Latin America,0,0
10040,Finance,50096.33404716407,4.0,97.4732007697831,2.937278059791593,78.9756270480066,0.2211158193218942,28,North America,1,1
10041,Tech,43454.21164210147,3.0,90.0439881610086,4.7067181274560905,57.07023085081171,0.2664486521895696,10,Europe,0,0
10042,Retail,48355.852941112535,13.0,97.58407312849972,2.803695750872258,82.07611476650305,0.743772213286906,66,APAC,0,0
10043,Tech,48674.55561191997,6.0,83.38452347482779,2.92287332530997,57.350096005552246,0.7721324617822167,49,Latin America,0,0
10044,Finance,44449.83455176809,7.0,98.09881285705723,3.694374902884321,42.25785904911256,0.6066334835482444,51,North America,0,1
10045,Finance,46118.059059993466,10.0,83.88879446335017,4.863249761121343,70.50607525721645,0.642623845588276,43,Europe,0,0
10046,Retail,73979.70755757076,7.0,76.12764173255003,3.3238691953635593,69.32107268732146,0.6607743798838082,6,Latin America,1,1
10047,Finance,58413.791719118584,,74.54180392553342,4.145544983895122,85.780358381574,0.2787434891404621,25,Europe,1,0
10048,Manufacturing,45567.795229562595,8.0,99.81435439105132,3.9716781399726906,91.94043294126668,0.7009314531881976,4,APAC,0,0
10049,Finance,60454.316067661035,7.0,80.01587984423713,2.874056591251394,61.26810932165573,0.5588524825715377,24,Europe,0,0
10050,Tech,44992.70765365985,8.0,74.80159075952763,3.1204172534854084,66.96838061222026,0.6518922325154592,56,Europe,0,0
10051,Tech,67596.86956379961,8.0,70.25225292672256,4.825381931609555,68.2240251786717,0.6223563716078919,55,APAC,1,0
10052,Tech,55544.63288297141,9.0,78.56708699588867,2.962074059132749,59.453445062342766,0.7722501863405291,54,Middle East,0,0
10053,Tech,48390.467839936566,6.0,96.67348430807617,4.237524724387783,84.60321541751142,0.43892619778698605,3,Latin America,0,1
10054,Manufacturing,,8.0,86.02027962031906,4.911736206500761,71.32607111237797,0.480144683800589,47,APAC,0,1
10055,Healthcare,26436.85771897251,11.0,88.97305154574865,2.798764980505695,94.8373464633184,0.4937047298934347,30,APAC,0,0
10056,Retail,33098.48796635292,12.0,,3.497954975468286,79.01864631373516,0.7718420743805094,41,Latin America,0,0
10057,Tech,32091.12490401417,7.0,85.38519754321088,3.059830361106843,52.713793533638345,0.5233344663522764,55,Europe,1,1
10058,Finance,52144.1464214556,9.0,95.14839537557845,3.053903793511357,49.88851892482218,0.33280607877504104,59,North America,0,0
10059,Tech,75987.72499227637,6.0,,2.797464609999202,62.343060274977525,0.9372807278127715,40,Latin America,0,0
10060,Finance,83469.50219288949,9.0,99.3130558852366,4.123877959978665,,0.5700363979734109,45,APAC,1,0
10061,Finance,59570.76652161136,5.0,72.36441620537357,4.365858774776779,64.42790949175061,0.28193606236704727,22,Europe,0,0
10062,Tech,,13.0,91.74488576539794,4.191984775057641,51.01546421826653,0.7027062169945268,15,Middle East,1,0
10063,Manufacturing,22984.133987708916,12.0,89.81698860280883,4.811641144047882,98.69336020158936,0.7543717681463629,17,Europe,0,0
10064,Finance,41859.89300398967,8.0,75.75014517552451,2.8641970217951354,48.74258637212373,0.5751671291816716,59,North America,0,0
10065,Finance,38183.24372137642,8.0,81.66531996539608,3.2996134334625156,79.15892645345926,0.684842913707991,25,Europe,0,0
10066,Tech,40687.28602623326,5.0,79.38487350331019,3.36143202425614,40.78415410387539,0.3295061483620475,43,North America,0,0
10067,Finance,47477.84272122815,9.0,72.83478604997487,3.0802052596172613,64.41766229914079,0.4759417889602842,64,Middle East,0,0
10068,Finance,42918.64133454309,3.0,87.54364068852524,2.8555123603924164,58.55100394570218,0.32137145252871213,51,Middle East,0,0
10069,Tech,20310.502844363185,8.0,99.81009536695497,3.7167586898156593,62.92147826436511,0.49042644227360627,61,Europe,0,0
10070,Tech,61218.65384176301,10.0,86.78764423160167,4.586099070118571,69.88464068638682,0.6221003916401893,45,Latin America,1,0
10071,Retail,33908.854613902906,8.0,86.35779720638087,4.886349314008296,,0.531904555386435,3,Latin America,0,1
10072,Manufacturing,53588.702961667244,13.0,71.20941122063645,2.823351580546244,75.01068068765801,0.6449111305518054,36,Latin America,1,0
10073,Manufacturing,81111.2400462496,3.0,74.17660670091071,4.55789307018184,77.84282020726678,0.5763193800264139,64,Middle East,0,0
10074,Finance,36209.23112620365,9.0,,4.561452807413187,90.67286095322743,0.4383607800513173,28,North America,1,0
10075,Manufacturing,12045.687158805056,4.0,99.55535692552215,3.4724453038814174,93.20302933687908,0.3075619985907591,45,APAC,0,0
10076,Finance,45709.936671798336,12.0,96.29823206385576,2.7750740603636355,84.23501803364786,0.3895046460659579,21,Europe,0,0
10077,Retail,,8.0,80.20627364119503,4.975020016892245,44.73653457546424,0.3505349389209499,27,North America,0,1
10078,Tech,79375.21181330891,,86.29012762684383,4.1389825763220465,97.67754349059607,0.7305667202680328,35,APAC,1,0
10079,Tech,31556.756083213746,8.0,86.5810666676241,4.955489237603951,96.84388518082278,0.8149751333092856,48,Middle East,1,0
10080,Tech,57450.48834854783,8.0,90.56081838286549,3.709138789211646,82.70222767272122,0.7402914539745693,23,APAC,0,0
10081,Manufacturing,,7.0,90.63346123717416,3.487982499841822,71.04634428411543,0.6828006102463687,64,Middle East,1,0
10082,Retail,48410.774685437966,9.0,93.69377465157922,3.1179636899261345,55.03710150015353,0.43088851536032724,13,Middle East,0,0
10083,Manufacturing,89665.15020525552,9.0,70.74913074519047,4.958930004430049,85.38106836993256,0.7332391693298834,30,North America,0,1
10084,Manufacturing,27455.4450740727,6.0,98.31040571912337,3.133143173655684,92.67161072297735,0.6538125949918598,20,Latin America,1,0
10085,Retail,53806.094922418604,,72.1018613796774,2.5594068905451257,79.91125605339627,0.23517002501571926,6,Latin America,0,0
10086,Retail,57015.3975764815,7.0,84.2848033443082,3.7811710339711944,77.74435797170625,0.8807090887950617,19,North America,0,0
10087,Retail,66286.7948740902,8.0,97.58737829077128,3.4426262326272887,51.580282274235174,0.25996538082622944,67,Europe,1,0
10088,Retail,51469.747302063435,8.0,84.6300648769324,3.1534562585731614,61.46779137365138,0.577030928119129,10,Middle East,1,1
10089,Tech,54620.75809256153,,71.9091050269935,4.086520291202934,83.38817332195073,0.5848018645392985,56,Europe,0,0
10090,Healthcare,44125.271488673134,8.0,76.87720059435817,3.4106715372445557,41.013924331073405,0.8277553915687863,21,Middle East,0,1
10091,Healthcare,54036.90411867661,5.0,87.36000266105268,3.5056272207921824,78.47585663133316,0.8848006257817747,56,Middle East,0,0
10092,Retail,44852.11586753884,12.0,72.63584853696908,2.5576140097351105,86.00021806061488,0.9047568436323445,57,Latin America,0,0
10093,Healthcare,59323.57834784076,7.0,82.71033793051889,3.972677321382644,60.082269176246896,0.6272541001092335,2,Latin America,0,1
10094,Healthcare,44455.84495934549,10.0,79.87279798574215,2.805177574617607,,0.7092816726587026,39,Middle East,1,0
10095,Retail,55656.505908532796,5.0,94.45622883472718,3.0345121472385546,89.14716273303992,0.26638989680942227,61,Latin America,0,0
10096,Healthcare,49561.057794725326,8.0,73.30395815006348,4.292794551531595,48.510209769101365,0.5659370081330166,45,Latin America,0,1
10097,Manufacturing,66890.75376158251,6.0,90.48395350476359,3.2831068154597776,62.24806635818641,0.8733925281817134,28,APAC,1,0
10098,Finance,49229.094146172705,6.0,82.19767212627727,2.9080254935959524,82.4352463040668,0.5417728632785459,18,APAC,1,0
10099,Finance,23404.512976896778,11.0,87.63252041416986,3.943560367656202,89.01915925908602,0.25219545157507295,14,Middle East,0,1
10100,Retail,68928.82251070987,10.0,76.16595315761634,3.0372612373448513,91.74291510931096,0.3504808568123402,55,Latin America,0,0
10101,Tech,36414.015487060715,9.0,88.29111054284877,3.1774455348967625,71.82503149666694,0.522130191826621,59,APAC,1,0
10102,Retail,40193.504920267704,9.0,90.21933182248338,4.0533482749446845,68.55230178735194,0.3781462286817893,19,Europe,0,0
10103,Tech,41065.08058934762,9.0,72.10694693983234,4.349654453409787,90.89903662108179,0.49421943900629045,41,Middle East,0,1
10104,Finance,70616.57139756226,5.0,94.73032802748811,4.349149212988943,,0.4497214065020443,12,Middle East,0,0
10105,Retail,17964.886790319568,11.0,95.83762338664724,3.705608529677076,74.71904370491387,0.43919678961196407,20,Europe,0,0
10106,Manufacturing,97066.22800489991,7.0,71.90662167048384,3.6357422775235886,66.03840207962804,0.2683734573176265,34,Middle East,0,1
10107,Healthcare,,6.0,88.09562464291858,4.469112960578143,62.36883831526238,0.8620360183149398,36,Latin America,1,1
10108,Tech,53348.5837119374,5.0,87.8203449091668,2.9825868127812925,68.83245143738975,0.7195296900990598,21,APAC,1,0
10109,Healthcare,49176.5899907557,10.0,70.3737523560533,2.880506118821148,61.890849621767636,0.6675364313518435,56,North America,0,0
10110,Healthcare,54283.311122864856,8.0,80.27039241867854,4.161737665073774,60.61278699815431,0.6548520560715552,41,APAC,1,0
10111,Retail,57816.836425690075,10.0,99.06777348141243,,99.61986052047364,0.4973766685359941,41,Europe,0,0
10112,Healthcare,59678.23378925085,9.0,86.66352256806229,4.274996151425452,60.17280964431089,0.8174864816386249,43,North America,1,0
10113,Manufacturing,58334.066990051724,10.0,97.99635408224515,3.14150055865809,55.38302485196003,0.8975299954459539,38,Latin America,1,0
10114,Healthcare,51343.71021882873,9.0,90.26933907632151,3.312179702666917,61.235445390557594,0.20421293674658086,18,Latin America,1,0
10115,Retail,47039.923695390105,9.0,70.85171554669829,4.741694122963477,75.44688043816637,0.25939885762850556,8,APAC,0,0
10116,Manufacturing,47730.90074519732,11.0,72.33139594145176,3.55414131705397,94.6594291973899,0.7062317130247093,66,Middle East,1,1
10117,Finance,47076.375794709784,10.0,,3.977383674300961,87.27185501186567,0.37705004204230413,20,Middle East,0,0
10118,Healthcare,67006.55145300596,7.0,86.63703371107059,2.7667054852957738,90.53446834454209,0.8837787490774114,69,Europe,0,0
10119,Retail,58903.35083421293,9.0,73.81454993799628,,91.54051664103146,0.7005597988371912,57,Middle East,0,1
10120,Finance,5894.170480035798,9.0,88.42188035060849,2.5897193220566104,95.23170378681203,0.47621844136903485,18,Latin America,0,0
10121,Finance,59838.51164794641,2.0,94.30862081704589,3.5609270294041666,54.104273974532795,0.5114618020845727,60,North America,0,0
10122,Tech,52921.04292078162,11.0,92.58947290397836,4.97230001123756,67.50196186224613,0.7181618789349185,2,APAC,0,1
10123,Manufacturing,49719.36865331154,9.0,77.38487380096201,4.684682881628666,63.111859994586794,0.3057230769516075,42,APAC,0,0
10124,Healthcare,44172.22320366671,,77.74584899968131,4.082272287351268,62.912619676810024,0.8625589101849571,64,APAC,1,0
10125,Retail,66861.6907997902,2.0,99.03513415306341,4.652741229893666,79.13701910213109,0.20357877382263334,44,Middle East,0,0
10126,Tech,64212.89693184287,6.0,96.62214406458149,3.9854233908810577,64.1081836190646,0.9342102149778997,51,North America,0,0
10127,Manufacturing,38406.834982645865,6.0,79.55011943292615,3.4219222008353443,76.97981835503222,0.3257341102723207,65,Middle East,0,0
10128,Tech,56105.78430686802,6.0,94.72163469007026,2.9338660027527883,62.93676182366847,0.7565835189604118,65,Middle East,0,0
10129,Manufacturing,35425.14898188071,8.0,74.85215589197637,4.13262185440056,58.667690963465375,0.2299435302823704,54,Latin America,0,1
10130,Manufacturing,29305.727528166044,,75.90523303979693,2.9826281909768633,61.184630706590845,0.5235716742823195,39,Latin America,1,0
10131,Healthcare,40599.24163115052,7.0,75.43588161536036,3.5435710430001506,88.22542336082559,0.672735261735603,8,Middle East,1,1
10132,Manufacturing,62935.902085741385,6.0,72.63162325040545,4.564504605388158,76.06306217373346,0.252670593194813,67,Europe,0,1
10133,Tech,64296.8756806413,8.0,95.64034348484066,2.8230732564043213,98.43986398099688,0.5324701466749429,49,Europe,0,0
10134,Manufacturing,57696.28130145939,9.0,87.36420694613726,,89.95937358278397,0.42735230233266686,36,Europe,0,0
10135,Healthcare,60876.43680271995,8.0,77.76868277481816,3.0610060389789933,69.14683650004247,0.5736827089753946,7,Middle East,0,0
10136,Healthcare,57742.67430672437,7.0,95.45965098182782,3.8797932678057476,,0.5784324019768611,15,North America,1,0
10137,Tech,40377.77607165572,12.0,94.07940278178461,3.1293086956497826,80.43454668730871,0.7889237043817314,25,Europe,0,0
10138,Finance,56478.83817010911,8.0,73.02854554383266,3.757994843137502,83.59876163871614,0.29262839633367327,57,Latin America,1,0
10139,Finance,62006.14287841524,6.0,89.32418121204915,3.2549565276492176,67.85055878751754,0.26203970078559985,38,APAC,1,1
10140,Manufacturing,61314.36994720361,9.0,91.65500804577312,3.765605512271014,53.79532794464144,0.5014176749290931,37,APAC,0,0
10141,Retail,67833.70057211965,7.0,91.47482010957891,3.1940786225043256,73.43429907179592,0.8656399395323995,16,Middle East,0,0
10142,Manufacturing,60624.55770801596,8.0,91.69428123561812,4.9500309390214134,55.2297551415668,0.8414521397540697,1,APAC,0,0
10143,Tech,55271.72311312374,9.0,75.08373356947112,3.7317947528549196,96.39989905782626,0.6199946819610567,47,Middle East,0,0
10144,Tech,66052.25357474641,,79.45259362806308,4.3591085852706,77.73305488202317,0.8665803642283303,52,APAC,0,0
10145,Tech,49602.1811112641,7.0,95.32535525513387,4.251366397245513,57.51585770015289,0.8040076981615338,37,North America,1,0
10146,Tech,36771.88023158423,6.0,96.9517525068265,,52.943841300071476,0.40845459506978704,45,North America,1,1
10147,Tech,47553.99554084354,7.0,78.3756665969461,3.097155154169813,83.00339700310725,0.3275797103343726,14,North America,1,1
10148,Healthcare,38826.46032790326,10.0,70.69058548533258,3.7767956947821624,82.46759681450519,0.4258673757325294,57,North America,1,0
10149,Finance,39872.325875384275,10.0,95.79300841498325,4.202429059301086,75.82793389051449,0.3703384088291108,34,Europe,0,1
10150,Tech,47832.219939267234,7.0,81.31275513475248,3.6497981764080296,76.85806151075329,0.6670390944940228,66,Latin America,0,0
10151,Retail,38113.70118500058,10.0,79.8839066787981,,76.23214016953739,0.6386743345809875,31,North America,0,0
10152,Retail,45380.5770554144,6.0,80.40999039065878,2.54495807389521,61.60620680863103,0.6488280375895863,44,Europe,0,0
10153,Retail,21595.779995693214,8.0,82.47089271902925,3.319692021169596,,0.3419776523685866,23,Middle East,0,1
10154,Retail,53199.405610594076,7.0,81.34799864964764,2.87555981523328,68.75670785577506,0.793897043957329,66,APAC,1,0
10155,Healthcare,50018.082130433366,7.0,86.9929269740068,4.765475614814989,41.21967400873539,0.5252195626569736,11,APAC,0,0
10156,Retail,37743.67053397714,8.0,72.36820835494571,2.9395816752123123,60.90168054329952,0.5543389402748997,49,Europe,0,0
10157,Tech,59888.68502648608,9.0,99.14620582925545,3.485706785028915,47.81695471885597,0.9477213846584298,58,APAC,1,1
10158,Manufacturing,64063.55206439838,9.0,98.09353103416484,4.2801937801787036,61.803027462873004,0.41170383947206113,29,North America,1,0
10159,Retail,25886.602034465388,10.0,98.03219939846497,4.538554150040152,76.49574910214396,0.4956035030807831,51,APAC,0,0
10160,Healthcare,38559.12832150679,7.0,96.37832872245741,3.6942828829453274,41.359868471315444,0.7073474059280656,1,North America,0,1
10161,Healthcare,38462.86475319053,4.0,89.8097890654519,2.95283752402098,92.2120318736721,0.860309765142681,5,North America,1,0
10162,Retail,35901.45348336703,6.0,76.63325688245297,3.1772380589396327,76.61854710809052,0.29508575501302337,34,APAC,0,0
10163,Manufacturing,62442.12262897623,7.0,71.48450461439117,3.547421119102868,57.72231257553969,0.7512843548203729,19,Europe,1,0
10164,Retail,47092.60791840795,6.0,72.979631943453,3.4114864733139574,,0.888710394496663,40,Middle East,0,0
10165,Healthcare,46032.27738034084,10.0,,3.3716818929241414,67.94009059096905,0.5171934600701518,66,Europe,1,0
10166,Finance,19942.064533898698,7.0,85.11649076487356,2.829634504391661,54.88550836010761,0.41504519220013814,64,Latin America,1,0
10167,Tech,59531.27045313839,15.0,99.79759213554382,4.783275630427374,40.260515665656776,0.7083028600812029,17,Latin America,1,1
10168,Healthcare,31411.12407719791,,83.06330475383797,2.5743915160442876,41.59344689075579,0.38455523842871864,38,North America,0,0
10169,Retail,50898.989453994924,5.0,85.73938271474131,3.600005319689378,61.464440318321195,0.4882173099104646,43,North America,0,0
10170,Tech,54160.654069372875,6.0,90.85471741564243,4.950803731257716,47.4533005965165,0.8726850305673521,40,Europe,1,0
10171,Retail,70409.87893757976,8.0,75.42201911343389,4.149309847060255,41.341820478824914,0.6427494144435331,45,Europe,0,0
10172,Retail,30367.69401321332,13.0,97.98481004686766,3.388526659332708,91.55615620209042,0.27123294994988323,40,North America,1,1
10173,Finance,5000.0,8.0,85.87103817528202,2.865243961132925,56.44823881857119,0.4472731485847782,71,Middle East,1,0
10174,Tech,52757.743171305425,6.0,78.28769036805306,4.909681514114403,70.18735463000807,0.6704488738380321,30,Middle East,0,0
10175,Tech,77007.66772266281,13.0,98.05326959016521,2.534965904682874,50.76454505149739,0.5611232278660083,35,Latin America,1,0
10176,Finance,68584.19529409157,,,4.203468926532858,42.803498334625736,0.695254487563693,66,Middle East,0,0
10177,Healthcare,53144.891229119385,7.0,84.51069193747631,4.700343678613319,84.69197796931488,0.7710810632602554,44,APAC,1,0
10178,Retail,42625.45721551929,6.0,87.40467729882323,2.5629012247156053,47.49741127880701,0.560461340153531,4,North America,1,0
10179,Manufacturing,62106.83894955966,6.0,,4.312937160226253,41.54301414421952,0.9402137647264537,64,Europe,0,0
10180,Retail,35396.80700443297,7.0,74.6361401107886,4.997094403136837,75.23381969580458,0.8860054067554253,5,North America,0,0
10181,Retail,57145.36654034329,8.0,95.94491292109676,4.099106171433373,40.808054345286976,0.24493055455149224,48,APAC,1,0
10182,Healthcare,57582.0523874994,6.0,98.78520430894639,3.536697369608497,66.17715668861929,0.3998233533126637,66,Middle East,0,1
10183,Retail,65903.1486124832,9.0,,4.686001798390705,57.33016290866897,0.42540763423233807,27,North America,0,1
10184,Finance,91394.90058366617,7.0,90.46812540392794,3.885448116056571,59.165079096265174,0.338217767502508,24,APAC,1,0
10185,Finance,55886.23950768151,6.0,95.79500442538722,4.37360211697485,40.233942586841785,0.4340123772878602,56,Middle East,0,0
10186,Tech,,6.0,81.24431894249501,3.969447479546262,97.86076482296772,0.5186154747015952,45,Latin America,0,0
10187,Manufacturing,49616.38531712008,6.0,99.78495384647195,2.595727731219873,71.01778614901228,0.23866323424434333,68,Latin America,0,0
10188,Retail,23463.861426663225,5.0,90.41504107920693,3.032862470513369,74.35072798250103,0.29547517709931087,28,Latin America,0,1
10189,Retail,39579.303033664124,7.0,82.71996095073946,2.6969089349668742,79.96734909472167,0.2721844090951129,5,APAC,1,0
10190,Healthcare,43860.76342830344,4.0,90.32013925004881,2.7667194059580575,,0.23473770435998795,47,APAC,1,0
10191,Finance,42138.674030981114,12.0,85.65040097540309,2.5385137339701798,76.47454697855055,0.5611227652262138,5,Europe,1,0
10192,Manufacturing,52285.32308050583,6.0,73.34924714615096,3.552912447535382,85.73188632959854,0.45035231241960877,5,Europe,0,0
10193,Tech,37663.70101426699,10.0,93.87595914307956,,66.92411766177254,0.9015854222372834,48,Latin America,1,0
10194,Finance,66815.46000986706,4.0,86.93126740758797,4.639241301234929,62.276508424269295,0.27707040158130336,47,North America,0,1
10195,Tech,50003.10597377296,8.0,93.87536673621666,4.375093843851651,89.38803444893111,0.8945265018017541,62,Middle East,0,0
10196,Healthcare,49860.495182920786,2.0,74.64735821102397,3.9329424870387397,,0.2649092130495944,27,Europe,1,1
10197,Healthcare,45081.579252306234,6.0,86.15071470402327,3.7225533633759884,48.26840018721603,0.6644130099533263,4,Middle East,0,1
10198,Retail,52327.860257884684,9.0,92.9987281663874,3.1396716014399395,72.55961121760367,0.3857977530322403,49,North America,0,0
10199,Manufacturing,62376.47397001452,6.0,99.64913702772395,3.687378664687464,81.01854582916957,0.8201042348704062,65,Latin America,0,0
10200,Tech,36993.0467643365,10.0,96.53191829155776,4.103073189661027,45.01592419791801,0.24610612027997741,61,Middle East,1,0
10201,Finance,40128.25266387115,6.0,95.93048881181917,4.455572150481939,95.7758090045651,0.9143811168272189,20,Latin America,1,1
10202,Healthcare,45444.10956835003,8.0,77.42380414439194,2.7042051656489834,71.20658636302784,0.23544290024967512,8,Middle East,0,0
10203,Retail,29811.936147901775,3.0,95.13953805127142,4.271161721863875,78.72744503900513,0.3808349512260004,13,North America,0,0
10204,Retail,37711.13210417754,5.0,75.07843832628889,4.356824691903213,50.69456488542122,0.5481385445505425,37,Europe,0,0
10205,Tech,42856.68689683011,11.0,75.94322993645301,,55.86608139732564,0.7670434149246617,43,APAC,0,0
10206,Healthcare,63115.83771069092,9.0,73.30350231230416,3.035797989258003,47.26007300087214,0.9133345381575269,56,Latin America,1,0
10207,Manufacturing,53938.419935028876,7.0,95.72789592141362,3.8479614687529375,,0.521031823470782,50,Europe,1,0
10208,Healthcare,52903.848670513165,8.0,73.24763489353955,3.756762204538276,69.54380591750792,0.7679825703634044,20,Middle East,1,0
10209,Tech,62763.46943251958,4.0,74.1433443923503,3.6892752409669907,90.01777596743779,0.7453719158339289,48,Europe,1,0
10210,Tech,47939.42317400905,12.0,77.37661450247157,,72.02340490122181,0.62837667146818,19,APAC,1,0
10211,Healthcare,55856.972748933345,11.0,87.17987227361922,2.7770639157287995,54.667815893865765,0.7181893820756147,69,Latin America,1,1
10212,Tech,48451.67370601256,6.0,96.4054055590121,2.957231212143412,42.67726449344368,0.22855001229963343,17,Latin America,1,0
10213,Healthcare,53980.435240994426,9.0,82.54684465766704,2.743330221128356,77.31819015442028,0.5311830506731352,28,Europe,1,0
10214,Finance,41258.62013582627,14.0,86.38857847575355,3.1061945691699613,65.20959384199888,0.7893955205450227,36,North America,0,1
10215,Healthcare,,8.0,74.9946819987176,3.1586919568266825,99.0612320090242,0.5556658587520482,38,Middle East,0,1
10216,Healthcare,,8.0,77.97837567693375,3.1126896537326134,86.78559312470158,0.8551284381702113,70,Europe,0,0
10217,Tech,71341.2220414991,6.0,74.01777287457325,3.0273226704640086,88.50176915640216,0.8252284074235328,26,North America,1,0
10218,Tech,63893.23103362389,8.0,82.29756534601269,4.338555113711973,40.73410137282381,0.8475845226292742,1,Latin America,0,0
10219,Retail,64480.96226886756,6.0,87.71006976034577,4.546413498995294,86.66771997424343,0.29749751422114956,2,Middle East,1,1
10220,Retail,68541.96082709327,11.0,78.52058590100363,,51.67679864052957,0.3831058434245529,36,Latin America,1,0
10221,Finance,51329.86386442156,5.0,95.37987566724378,3.262822229211122,75.14775233729836,0.22219795490909777,56,APAC,0,0
10222,Retail,52959.73561108393,12.0,99.43715053019903,4.61008087438127,66.84529433894312,0.9371005451472914,35,North America,0,1
10223,Healthcare,40735.22156848475,9.0,73.60464556943742,4.059809754164478,74.29623103466079,0.3771036045625715,27,APAC,1,0
