Customer_ID,Age,Income,Spending_Score,Location_Latitude,Location_Longitude,Sales_Rate,Education_Level,Marital_Status,Employment_Status,House_Ownership,Family_Size,Online_Shopping_Frequency
69,21,114658,40,-59.000702002734116,-58.917370132523956,104,High School,Married,Retired,Owned,3,36
70,19,102476,97,47.20154213559047,98.25607452951203,105,Bachelor,Married,Self-Employed,Mortgaged,5,10
71,23,49831,84,88.21976107228508,77.86595897526178,240,Master,Divorced,Retired,Owned,4,31
72,59,77174,14,50.002484475544264,39.93394420369037,421,Bachelor,Single,Employed,Mortgaged,2,23
73,21,31279,69,-36.73134581912258,126.90008779661235,311,Master,Single,Retired,Rented,5,30
74,46,58220,87,-45.934386945815994,-78.45565516406039,416,Bachelor,Widowed,Unemployed,Rented,1,39
75,35,80610,79,-50.82014230813112,138.61935109078763,398,Master,Single,Self-Employed,Rented,2,40
76,43,72719,6,-65.39488659197346,-36.2738989190955,321,Bachelor,Single,Unemployed,Owned,2,49
77,61,144936,33,9.239498944614226,-35.67840542401444,411,PhD,Married,Retired,Rented,1,7
78,51,73051,55,18.972066951601946,-34.073419094812266,280,Bachelor,Single,Retired,Mortgaged,3,38
79,27,92013,19,36.990478919364705,-144.6860281532467,371,High School,Married,Employed,Mortgaged,5,7
80,53,76652,77,32.43840676806023,171.17657939918007,369,High School,Married,Retired,Owned,2,46
81,31,85524,29,-37.380003968991154,-130.1375599829427,22,Master,Single,Retired,Mortgaged,5,30
82,48,102936,61,-30.544019028567618,-57.28113919109357,78,High School,Married,Unemployed,Rented,4,18
83,65,26470,70,32.67261637962082,-65.05188468236743,301,Master,Widowed,Retired,Mortgaged,5,35
84,32,87598,79,-27.0994246589469,-153.11540418598452,392,PhD,Married,Retired,Owned,5,38
85,25,61798,80,-51.72782586852365,-125.1863531597244,475,High School,Single,Self-Employed,Mortgaged,1,31
86,31,144517,24,-22.61949233458688,-163.8509989732611,195,High School,Widowed,Self-Employed,Mortgaged,5,20
87,40,73473,23,-41.02485163596402,-74.73438231821515,320,Master,Widowed,Employed,Rented,3,22
88,57,39880,10,-74.103710180656,131.9964926504063,353,PhD,Single,Employed,Owned,5,35
89,38,120117,54,59.42500240979763,-57.800805934541586,371,PhD,Divorced,Unemployed,Rented,4,14
90,33,64439,41,63.56005004826653,-135.4709404557435,431,Bachelor,Married,Unemployed,Mortgaged,5,1
91,62,140944,49,-50.444945969961694,52.449792618210466,21,Master,Married,Self-Employed,Owned,1,11
92,35,34308,17,-78.34100408546368,178.77632833976782,160,Master,Divorced,Self-Employed,Mortgaged,4,37
93,64,111563,56,42.9889387232123,-96.36343576850608,232,PhD,Widowed,Self-Employed,Mortgaged,1,5
94,41,116256,45,-51.92484734458554,-79.354438066595,361,Master,Divorced,Employed,Rented,3,45
95,43,55081,30,-19.18161190136516,169.86493954108386,301,High School,Single,Employed,Mortgaged,3,37
96,42,95242,44,-78.455654597271,-115.64053648182463,44,High School,Divorced,Retired,Owned,1,0
97,62,70383,74,-49.27147474348167,4.037064285298982,297,High School,Widowed,Employed,Owned,3,37
98,58,29837,55,52.72241009933444,-93.72523211420584,352,Master,Single,Retired,Rented,1,49
99,46,124135,19,54.79136044473634,155.6466832444478,180,Bachelor,Single,Unemployed,Rented,2,25
100,32,72151,29,-52.724731520212124,173.34756524746587,472,Bachelor,Single,Employed,Owned,5,47
101,62,138128,2,-29.535507880795883,113.29122460320554,395,PhD,Married,Unemployed,Rented,2,22
102,18,56824,36,-65.83708456312615,-66.6778263073882,101,Master,Married,Retired,Mortgaged,3,0
103,42,53073,19,-76.64892654871397,-34.7445088990182,115,PhD,Single,Unemployed,Owned,1,20
104,24,132651,7,88.5909086007137,-92.76995388008831,213,Master,Divorced,Unemployed,Rented,1,18
105,26,117624,26,28.00691122407106,140.67286812323692,18,Bachelor,Married,Employed,Owned,1,28
106,41,113648,79,7.577371655697377,149.2409799677369,395,High School,Widowed,Retired,Mortgaged,1,49
107,18,46299,38,47.789730072953915,-29.206561591423025,27,Master,Married,Retired,Rented,5,25
108,61,119993,3,61.213888743790335,56.351905165080666,427,Bachelor,Divorced,Self-Employed,Owned,4,33
109,25,78861,80,55.208658248050966,-120.40085528111021,358,Bachelor,Married,Employed,Mortgaged,2,16
110,41,50063,66,-87.02289912782221,-23.42307586917275,449,Bachelor,Divorced,Employed,Rented,3,17
111,28,89453,95,-56.374578325710274,47.33967840245916,438,High School,Divorced,Retired,Owned,1,31
112,68,141768,92,27.882954381209586,-41.25487733351295,285,Bachelor,Married,Employed,Mortgaged,2,3
113,34,143299,71,-22.36331739528667,-51.264170752874435,149,PhD,Divorced,Unemployed,Mortgaged,4,29
114,25,88472,94,86.84687719099927,-179.64036278390063,285,Bachelor,Divorced,Self-Employed,Mortgaged,2,30
115,52,122166,43,29.77286267488573,109.54564695976109,137,Bachelor,Widowed,Retired,Mortgaged,3,17
116,52,34506,62,82.17880357125716,140.16154032772135,189,Master,Single,Employed,Mortgaged,1,4
117,50,114341,71,-53.73963330375711,169.00687063649957,190,Master,Single,Employed,Rented,3,31
118,22,99854,93,65.51226506070415,78.93769862491757,199,Master,Married,Unemployed,Mortgaged,1,28
119,59,133604,24,-32.15658495325944,17.565232453158444,102,Bachelor,Divorced,Employed,Rented,4,11
120,56,46026,39,88.12166548280521,-83.05757286886463,479,Bachelor,Married,Employed,Rented,3,14
121,58,47672,68,-61.61603902683349,179.74781134685946,91,PhD,Married,Unemployed,Owned,2,14
122,45,58417,93,2.9411673908987837,32.311027631558005,490,High School,Single,Employed,Owned,4,34
123,24,72413,44,52.71201609068194,65.21546603896064,224,Bachelor,Divorced,Self-Employed,Rented,3,34
124,26,144044,5,-12.124353491273538,65.66621830391435,5,High School,Married,Unemployed,Mortgaged,1,42
125,25,85066,55,-5.7448691662235944,124.29064647258531,353,Bachelor,Married,Retired,Mortgaged,4,13
126,29,79213,93,87.54404319103338,-176.51788601510907,15,High School,Single,Self-Employed,Rented,1,38
127,51,70971,30,-13.444532945792403,-100.71110144470615,441,Master,Single,Employed,Mortgaged,5,17
128,50,47281,29,18.732978107831443,59.59224006120502,5,Bachelor,Single,Unemployed,Rented,2,37
129,65,133978,26,-80.18286107847287,142.2524652568444,404,PhD,Married,Unemployed,Owned,1,21
130,40,48091,83,61.59781443784681,66.72196149168823,230,High School,Divorced,Employed,Mortgaged,3,37
131,41,70494,26,26.670248816317823,-31.14313506227515,357,Master,Single,Retired,Mortgaged,5,10
132,54,123864,37,-17.27638148469356,-49.84002148670584,337,PhD,Single,Self-Employed,Mortgaged,4,2
133,52,133755,91,-87.08948280818645,85.66128298199533,114,Master,Divorced,Employed,Owned,3,13
134,61,38610,94,16.500387706830708,86.84557096938966,4,Bachelor,Married,Retired,Mortgaged,4,43
135,57,21079,53,-87.72159087285081,38.54087730204853,184,PhD,Married,Unemployed,Rented,5,24
136,39,115386,30,-89.78334949637677,-75.07187132495866,213,High School,Divorced,Unemployed,Mortgaged,3,13
137,44,66751,3,20.897741186883835,153.05573462059567,247,High School,Single,Unemployed,Rented,1,46
138,52,106126,43,-55.976927879780234,18.67677916271009,34,PhD,Widowed,Employed,Mortgaged,3,30
139,18,75432,7,-55.460241050742844,104.57724824939902,296,High School,Divorced,Retired,Rented,2,24
140,52,50951,49,27.588881849893866,-102.84902562174061,453,Master,Widowed,Employed,Owned,1,40
141,54,100863,73,-80.33450617091263,-56.145316098697975,196,PhD,Married,Employed,Mortgaged,2,18
142,64,98291,41,-33.58699893457986,134.84862589944328,406,High School,Married,Self-Employed,Owned,3,11
143,31,145659,77,-63.10225761443657,-161.96146922161137,127,Master,Widowed,Self-Employed,Owned,3,6
144,20,79872,79,14.431746563376095,4.433512052398356,142,High School,Single,Self-Employed,Mortgaged,4,48
145,18,27235,54,29.117727850931246,-6.58602725615674,452,Master,Widowed,Retired,Mortgaged,3,13
146,22,102733,69,39.80445364782784,90.44286800690958,136,Bachelor,Single,Unemployed,Rented,1,28
147,43,82712,93,-44.058380954658226,-78.51824258424034,128,Master,Divorced,Self-Employed,Mortgaged,2,46
148,31,41473,99,-73.93504470541488,-101.13594413054419,323,High School,Married,Unemployed,Mortgaged,5,13
149,56,87567,91,-75.8369417504584,153.40782195836414,174,Master,Married,Retired,Rented,2,22
150,44,126818,27,-13.29272127886972,25.815474705047336,413,High School,Widowed,Self-Employed,Rented,4,13
151,26,145849,8,80.25199363128871,-142.31175541788437,218,PhD,Divorced,Self-Employed,Mortgaged,5,22
152,32,127399,32,-50.80877383553557,-110.50698160284442,114,PhD,Widowed,Unemployed,Mortgaged,5,7
153,32,144421,84,-43.78651175852112,179.57738142512937,375,Bachelor,Widowed,Employed,Mortgaged,3,12
154,43,99823,64,-71.8400156209454,-109.58076134921073,350,Master,Widowed,Retired,Owned,4,35
155,59,124215,10,19.00264930090745,39.77118408732434,12,Bachelor,Single,Retired,Owned,4,43
156,30,129999,13,32.377117310491485,-28.75389156157749,463,PhD,Married,Self-Employed,Mortgaged,3,0
157,68,52230,63,25.7276174689368,138.8156741459407,244,Master,Married,Retired,Rented,1,36
158,49,104573,93,65.00344374806062,91.860693226318,52,Master,Widowed,Unemployed,Mortgaged,3,25
159,56,112588,35,-2.4433496953070915,34.90250265425368,186,Bachelor,Single,Employed,Mortgaged,4,3
160,66,88876,61,-65.79773266192839,-176.1339665527263,233,Bachelor,Married,Employed,Owned,5,15
161,69,60644,54,-37.90707647320572,136.72627469764547,2,Master,Single,Retired,Mortgaged,1,24
162,49,68664,8,29.23739521584332,-19.91971049806213,1,Master,Divorced,Employed,Mortgaged,4,18
163,21,65203,29,20.361955273480774,155.36795508668757,239,Master,Single,Unemployed,Owned,4,19
164,47,86677,95,5.580563353733254,-1.605955372487557,55,Bachelor,Single,Self-Employed,Owned,3,25
165,54,45425,41,32.93359536396369,69.92081610578117,495,High School,Divorced,Self-Employed,Rented,2,31
166,40,143246,30,24.73035306719389,-155.05464619200882,220,PhD,Married,Retired,Rented,4,2
167,56,104817,86,68.63848010369131,88.25459526964289,104,PhD,Married,Retired,Rented,2,47
168,62,127585,21,15.48294794609339,-58.321428727707755,355,Bachelor,Single,Retired,Mortgaged,1,6
169,32,105961,76,50.148244566100175,-53.51075484055889,418,Master,Single,Self-Employed,Rented,5,31
170,60,120342,11,-45.23271192603578,-137.2838959046196,448,PhD,Divorced,Retired,Owned,2,4
171,46,145740,2,32.072865226032235,-127.13142648952717,324,PhD,Divorced,Employed,Rented,2,20
172,53,117649,50,72.39494130888164,-113.12673976576436,338,PhD,Married,Self-Employed,Mortgaged,2,29
173,30,89806,41,-20.568180978030014,-61.84577931428794,396,PhD,Married,Unemployed,Mortgaged,2,19
174,49,62814,66,50.238753720956396,141.10916859921798,306,Master,Divorced,Retired,Rented,2,28
175,24,90219,98,40.462074215178376,-47.42631423717103,277,Bachelor,Single,Self-Employed,Mortgaged,1,23
176,68,69646,3,-79.28528456307195,80.77057436275862,10,Master,Divorced,Retired,Mortgaged,4,0
177,39,59884,80,14.671495732333014,-150.2108985996463,341,Master,Married,Self-Employed,Mortgaged,5,42
178,45,115345,51,-66.56591714385557,32.79556773791734,104,PhD,Single,Self-Employed,Rented,4,24
179,19,146062,68,84.1174510015064,-6.519156742641769,345,PhD,Widowed,Self-Employed,Mortgaged,1,26
180,59,120088,87,56.05335048611812,172.06486090362165,370,Master,Widowed,Unemployed,Rented,1,24
181,62,138198,84,-70.24971577551838,124.63479715642666,465,Master,Divorced,Self-Employed,Rented,2,20
182,23,89322,25,-68.08464042341788,-16.261281922086084,371,Master,Married,Employed,Mortgaged,1,16
183,45,41650,30,17.00529388427141,99.05139505632195,198,High School,Single,Retired,Rented,1,27
184,45,114242,82,-27.919948648827003,-110.50605313424009,14,PhD,Widowed,Retired,Rented,2,31
185,61,29190,11,-83.71694536684033,22.4410778610401,485,Bachelor,Single,Retired,Mortgaged,1,43
186,61,58196,93,7.495471409949559,-153.13713999526504,168,Bachelor,Single,Self-Employed,Mortgaged,1,49
187,37,59449,17,-20.18788205654755,-54.687948389394094,360,Bachelor,Single,Retired,Rented,1,33
188,47,59661,26,-71.80623137308632,-98.68961461601869,338,High School,Single,Employed,Owned,3,21
189,28,49709,23,54.34567060607688,78.80753351707591,30,High School,Divorced,Employed,Owned,4,41
190,45,130965,56,74.71381775018509,-3.5673511628298797,457,Bachelor,Single,Employed,Owned,3,18
191,42,100428,52,46.1869081225434,90.38537238528374,14,Bachelor,Widowed,Unemployed,Owned,4,47
192,56,95179,48,58.03601580292991,5.50635754732042,238,Bachelor,Widowed,Employed,Rented,2,7
193,50,29943,20,-51.031697892098876,-148.86560082541013,436,Master,Divorced,Employed,Mortgaged,2,1
194,18,63240,2,-42.55686883465182,84.73235390370962,366,PhD,Widowed,Retired,Owned,4,4
195,44,65760,88,-52.46504274614621,119.96253503561002,401,High School,Single,Self-Employed,Mortgaged,4,27
196,69,41042,31,47.711417645801504,145.2712413286053,62,High School,Widowed,Retired,Owned,5,3
197,30,141770,27,80.62507420820947,25.917100310414924,482,Master,Married,Unemployed,Owned,4,35
198,58,63894,2,39.03069721210247,91.29072923981823,110,High School,Single,Unemployed,Owned,4,0
199,20,26869,78,68.66401767832008,90.73596127774573,406,Bachelor,Divorced,Unemployed,Mortgaged,2,14
200,56,81078,4,24.965837078971063,-123.93008647238004,309,High School,Married,Employed,Mortgaged,2,12
201,23,76759,13,-20.221217899416175,-120.88055251455452,160,Master,Widowed,Employed,Owned,1,30
202,25,125973,35,-13.36290931254507,-154.4812179087146,332,PhD,Married,Employed,Mortgaged,1,16
203,44,64306,72,-76.44214220986713,-64.83109134949147,55,Bachelor,Widowed,Self-Employed,Owned,2,5
204,26,128369,66,-84.3377048557153,-9.536908413216764,249,High School,Widowed,Retired,Rented,1,23
205,54,75371,6,35.185608754033936,179.2432269915181,464,Bachelor,Widowed,Employed,Mortgaged,3,12
206,50,40918,31,-11.08279943798749,-24.842396855458958,256,PhD,Divorced,Unemployed,Owned,3,20
207,68,48379,10,9.39871224983331,81.44733186265353,22,High School,Married,Self-Employed,Rented,1,23
208,59,140667,21,10.379024572034936,69.62292945811248,422,Bachelor,Divorced,Self-Employed,Rented,1,21
209,61,128475,74,-40.07235360000575,-106.38649790979134,434,Master,Widowed,Unemployed,Owned,4,28
210,41,110810,23,-4.339348050691683,-158.9374254782029,103,Master,Single,Employed,Rented,4,23
211,32,103232,3,-5.2631600998135895,16.562430552091485,450,PhD,Single,Self-Employed,Rented,3,43
212,49,22962,32,-20.083100178985745,72.11001323321139,301,PhD,Divorced,Unemployed,Owned,3,11
213,49,33851,20,57.721569012192674,179.37064446705216,375,PhD,Single,Employed,Rented,4,19
214,41,137626,74,-8.790479336232735,-50.90002117877853,264,High School,Married,Self-Employed,Rented,4,41
215,58,65747,29,18.656014411077805,142.6912423491948,236,PhD,Single,Self-Employed,Owned,4,33
216,69,145180,52,71.1936216685487,-42.50431588709287,321,High School,Single,Retired,Owned,1,14
217,66,72349,46,65.92205211460603,68.18821503498461,233,Bachelor,Widowed,Retired,Rented,2,3
218,66,90832,34,70.27599668024973,35.37105498613872,168,Master,Married,Self-Employed,Mortgaged,3,13
219,69,76356,84,-41.39910063629748,-160.9276344110651,233,Bachelor,Married,Self-Employed,Owned,5,0
220,29,34745,61,-83.70315210454869,-151.78016629070694,5,Master,Single,Self-Employed,Mortgaged,4,32
221,56,25730,72,-43.00797601884074,-172.52492769919405,45,PhD,Widowed,Retired,Owned,1,49
222,19,33921,71,-39.83267778827244,-46.49972954616379,46,Bachelor,Single,Employed,Mortgaged,3,46
223,20,118430,70,73.68485881049423,88.48837755576386,164,Bachelor,Single,Retired,Owned,4,42
224,66,91138,11,26.863691910834717,-117.80805816333982,401,PhD,Divorced,Unemployed,Rented,1,49
225,54,103111,82,-75.29328727159883,38.107068618202476,169,Bachelor,Widowed,Self-Employed,Rented,3,28
226,66,39023,93,-65.6318527180018,-76.02199918881196,414,High School,Divorced,Unemployed,Mortgaged,3,9
227,34,65349,89,-61.978297402444426,106.91734463246598,436,Master,Single,Unemployed,Mortgaged,5,35
228,66,146796,63,23.47591467040617,107.42261364107674,335,PhD,Single,Unemployed,Owned,5,13
229,19,101533,21,42.37452459126055,99.14922538791245,404,High School,Widowed,Retired,Owned,3,21
230,19,103286,3,64.73590390177131,8.940064968495648,164,High School,Married,Retired,Mortgaged,1,49
231,45,61979,82,79.31457914512376,-77.5559843712534,256,PhD,Single,Employed,Mortgaged,4,32
232,40,42837,88,-53.69317967044048,111.39985579630843,66,Bachelor,Single,Unemployed,Rented,4,27
233,54,34997,10,-34.240952749671166,-113.00379770187305,429,Master,Divorced,Unemployed,Mortgaged,3,6
234,49,124975,27,-46.74188146593048,-75.68654326968382,260,High School,Divorced,Retired,Rented,4,35
235,50,108603,12,-25.42291785609521,-113.77882578217621,434,Bachelor,Widowed,Unemployed,Mortgaged,5,35
236,18,65039,7,74.63971933627488,62.715657739553166,88,PhD,Divorced,Retired,Rented,4,49
237,36,147394,17,13.520262049085076,67.04497012169452,240,PhD,Married,Self-Employed,Rented,2,40
238,19,40923,65,42.87454151840984,54.90359740323109,311,Master,Single,Self-Employed,Rented,5,33
239,61,28876,64,-1.7785374971792436,-30.383471928719587,59,PhD,Divorced,Unemployed,Owned,5,36
240,43,80973,26,-84.80557559949759,-143.93843740748403,170,Master,Married,Employed,Rented,3,5
241,49,22887,15,-78.44481252039343,148.02105042540762,258,PhD,Single,Retired,Mortgaged,3,34
242,23,83723,33,6.826145628219436,2.7831470444057516,46,PhD,Single,Self-Employed,Mortgaged,4,26
243,49,62422,62,39.38202626760463,-33.490009832007075,2,High School,Married,Self-Employed,Mortgaged,4,29
244,21,122390,47,-51.24050504482833,31.976961569385566,434,Bachelor,Single,Unemployed,Owned,3,31
245,28,71413,95,39.94372331861473,-110.5954431051219,129,High School,Married,Retired,Rented,1,18
246,34,122484,35,55.91983922703224,-132.28243952224523,269,Master,Married,Unemployed,Owned,4,21
247,55,22841,65,-15.858453894819988,-34.01092027514031,326,High School,Divorced,Retired,Rented,1,20
248,41,144647,72,44.3554619119389,-98.2005501240322,278,PhD,Widowed,Employed,Mortgaged,5,4
249,22,48756,76,-17.274608940877215,-92.05549396662076,17,PhD,Married,Retired,Rented,2,20
250,69,91576,83,32.103113301903605,141.30413560027057,187,Bachelor,Divorced,Self-Employed,Owned,1,40
251,51,138248,25,47.51946887751774,11.073303786896957,497,Master,Single,Unemployed,Owned,4,19
252,23,30304,57,88.54679129545994,-5.951136843593588,342,PhD,Divorced,Retired,Owned,3,37
253,39,50341,32,-27.828600828552702,68.21265374229506,491,Bachelor,Married,Self-Employed,Owned,3,30
254,28,24758,63,-16.01265949656994,162.55732092362626,326,Bachelor,Divorced,Unemployed,Mortgaged,2,36
255,65,37010,12,-60.18838930616916,-139.60851679059692,116,PhD,Widowed,Unemployed,Owned,2,5
256,33,147039,63,-53.26684948767476,120.07244415933258,259,PhD,Single,Employed,Owned,5,30
257,50,80758,77,34.81110046770799,30.246904752424513,366,Master,Divorced,Self-Employed,Owned,1,46
258,26,51658,92,75.06820622780569,-127.38047262773858,249,Bachelor,Single,Retired,Mortgaged,2,42
259,23,69002,1,-18.9711087009767,-73.026245271963,198,Bachelor,Married,Self-Employed,Rented,5,23
260,33,123318,51,-57.62799956960258,-6.349890072693768,337,Bachelor,Widowed,Unemployed,Mortgaged,5,17
261,46,21375,70,-38.68209011106107,68.82377204787227,227,Master,Widowed,Employed,Mortgaged,5,28
262,20,119485,8,-8.090693134535044,-92.6614738967572,177,Bachelor,Divorced,Retired,Mortgaged,4,11
263,37,42092,68,-37.68294071423369,12.556373568332361,243,High School,Single,Employed,Rented,2,11
264,53,20490,5,-47.95576503806407,66.48178586971022,434,High School,Single,Employed,Owned,3,28
265,36,23729,89,42.477207976274315,-18.453329694897775,357,Bachelor,Divorced,Self-Employed,Mortgaged,5,6
266,43,25974,86,-88.58791417668783,130.68934600326327,495,High School,Divorced,Unemployed,Owned,3,15
267,20,138222,92,7.0614949205669575,133.00527702254556,35,High School,Divorced,Unemployed,Owned,4,11
268,36,105216,39,52.87802526535569,-10.551161649439535,407,Master,Divorced,Retired,Rented,1,20
269,37,103860,23,-42.07890846285572,170.25325574720387,456,Bachelor,Widowed,Employed,Rented,4,3
270,49,147288,68,18.592471910163127,-152.78936673403896,135,Master,Divorced,Employed,Mortgaged,4,41
271,24,116870,52,30.4020190113512,-178.78954380374282,306,Bachelor,Single,Employed,Rented,2,16
272,69,41398,4,27.9044453529162,-42.95942503058913,10,PhD,Married,Self-Employed,Rented,5,27
273,58,54650,47,-9.747065844230818,36.39494209410336,474,High School,Single,Unemployed,Rented,4,30
274,50,41292,21,-27.615962182359745,46.51205668187791,183,Master,Divorced,Employed,Owned,5,46
275,57,121291,56,60.466333145006416,-8.479534934221704,202,Master,Widowed,Employed,Rented,3,7
