ProductID,ProductName,Category,Brand,Size,Color,Price,Discount,QuantityInStock,Material,Season,Manufacturer
P25,Product25,Sweaters,BrandD,L,White,59.44,0.09763170116158813,81,Cotton,Fall,Manufacturer25
P26,Product26,Dresses,BrandA,S,Black,36.75,0.22041244874024116,79,Cotton,Fall,Manufacturer26
P27,Product27,Sweaters,BrandC,L,Yellow,64.56,0.21902518616488836,54,Wool,Winter,Manufacturer27
P28,Product28,Jeans,BrandC,M,Black,35.38,0.10401108805098315,34,Polyester,Winter,Manufacturer28
P29,Product29,Sweaters,BrandB,M,Blue,25.5,0.005581000171254469,22,Polyester,Fall,Manufacturer29
P30,Product30,Dresses,BrandB,XS,Black,23.12,0.27803641012441827,75,Denim,Winter,Manufacturer30
P31,Product31,Sweaters,BrandC,L,Yellow,67.85,0.22451583931481334,81,Polyester,Fall,Manufacturer31
P32,Product32,Sweaters,BrandA,XL,Black,38.99,0.22628093304612384,35,Denim,Summer,Manufacturer32
P33,Product33,T-Shirts,BrandA,L,White,20.43,0.11952904213225816,75,Polyester,Winter,Manufacturer33
P34,Product34,Dresses,BrandB,S,Black,25.28,0.21840742002418342,17,Denim,Summer,Manufacturer34
P35,Product35,T-Shirts,BrandA,M,Blue,12.34,0.1671910940900328,96,Wool,Spring,Manufacturer35
P36,Product36,Sweaters,BrandB,XL,Red,85.52,0.29684177513604454,75,Denim,Fall,Manufacturer36
P37,Product37,Dresses,BrandB,L,Black,54.92,0.1257883096966586,53,Polyester,Winter,Manufacturer37
P38,Product38,Jeans,BrandC,XL,Blue,44.35,0.038743405599425226,15,Denim,Spring,Manufacturer38
P39,Product39,Jeans,BrandD,XS,Blue,26.46,0.10540558619515407,93,Wool,Summer,Manufacturer39
P40,Product40,T-Shirts,BrandD,S,Green,30.24,0.22718386632801998,5,Polyester,Winter,Manufacturer40
P41,Product41,T-Shirts,BrandB,L,Yellow,15.66,0.17969221783216413,61,Denim,Winter,Manufacturer41
P42,Product42,Jeans,BrandD,S,Yellow,88.66,0.08150517448679216,8,Cotton,Summer,Manufacturer42
P43,Product43,Jeans,BrandB,M,Yellow,26.98,0.0669872469439622,37,Denim,Summer,Manufacturer43
P44,Product44,T-Shirts,BrandA,XS,White,40.14,0.18574451680945112,84,Polyester,Summer,Manufacturer44
P45,Product45,Dresses,BrandB,XS,Blue,23.09,0.2007157641963304,74,Polyester,Summer,Manufacturer45
P46,Product46,Dresses,BrandA,L,Green,70.26,0.22445834108234192,40,Denim,Spring,Manufacturer46
P47,Product47,Jeans,BrandA,XL,White,44.0,0.2513272358018997,78,Denim,Spring,Manufacturer47
P48,Product48,T-Shirts,BrandD,XL,Yellow,38.27,0.2684549632527221,7,Cotton,Summer,Manufacturer48
P49,Product49,Dresses,BrandC,XS,Green,96.85,0.11516863879620978,5,Cotton,Fall,Manufacturer49
P50,Product50,Jeans,BrandC,M,Blue,66.94,0.2896606314420339,97,Denim,Spring,Manufacturer50
P51,Product51,Jeans,BrandD,M,White,78.63,0.07324852253652227,77,Polyester,Summer,Manufacturer51
P52,Product52,Dresses,BrandA,S,Red,27.38,0.218265342337396,50,Polyester,Summer,Manufacturer52
P53,Product53,Dresses,BrandB,L,White,18.4,0.143790220090616,39,Wool,Summer,Manufacturer53
P54,Product54,Sweaters,BrandD,XS,Black,33.34,0.2736012426427152,85,Denim,Summer,Manufacturer54
P55,Product55,Sweaters,BrandB,S,White,47.34,0.09964622514431075,68,Denim,Winter,Manufacturer55
P56,Product56,Dresses,BrandD,XL,Red,54.92,0.19764426276680044,40,Polyester,Summer,Manufacturer56
P57,Product57,Sweaters,BrandD,M,Green,39.37,0.19029733017413697,8,Polyester,Spring,Manufacturer57
P58,Product58,Sweaters,BrandB,S,Red,13.89,0.2871980934849782,39,Cotton,Winter,Manufacturer58
P59,Product59,T-Shirts,BrandC,S,White,13.79,0.14894329603481973,54,Wool,Spring,Manufacturer59
P60,Product60,Dresses,BrandB,L,Black,20.37,0.2772397218469342,56,Cotton,Spring,Manufacturer60
P61,Product61,Dresses,BrandC,M,Red,43.06,0.18670962548821432,10,Polyester,Fall,Manufacturer61
P62,Product62,Sweaters,BrandB,XS,Red,85.26,0.07971030474004491,32,Polyester,Spring,Manufacturer62
P63,Product63,Sweaters,BrandD,XS,Black,88.83,0.08072466311674871,68,Denim,Summer,Manufacturer63
P64,Product64,Jeans,BrandA,XL,Red,55.38,0.26717981041142963,50,Cotton,Fall,Manufacturer64
P65,Product65,Sweaters,BrandB,L,Black,78.25,0.28313875549552614,27,Polyester,Winter,Manufacturer65
P66,Product66,T-Shirts,BrandD,XL,Red,56.7,0.2034628868703861,36,Wool,Spring,Manufacturer66
P67,Product67,Jeans,BrandD,L,Yellow,30.3,0.12011405688433496,72,Wool,Spring,Manufacturer67
P68,Product68,Sweaters,BrandA,XL,Yellow,27.6,0.19691468482935773,23,Polyester,Spring,Manufacturer68
P69,Product69,T-Shirts,BrandD,L,Yellow,92.17,0.17851259304427458,84,Denim,Spring,Manufacturer69
P70,Product70,Dresses,BrandB,M,Blue,89.5,0.05153093066486992,36,Wool,Spring,Manufacturer70
P71,Product71,Sweaters,BrandB,XS,Yellow,78.67,0.03196270777859985,30,Wool,Spring,Manufacturer71
P72,Product72,Sweaters,BrandB,XL,Red,74.06,0.11164665121974322,100,Denim,Spring,Manufacturer72
P73,Product73,Jeans,BrandD,XS,Blue,89.12,0.2729962296293081,51,Wool,Spring,Manufacturer73
P74,Product74,Jeans,BrandD,XL,White,54.33,0.15064517950747697,68,Cotton,Summer,Manufacturer74
P75,Product75,Sweaters,BrandC,XS,Blue,79.86,0.27943273285655135,48,Cotton,Summer,Manufacturer75
P76,Product76,Jeans,BrandB,XS,Blue,34.14,0.06067456359216511,27,Denim,Winter,Manufacturer76
P77,Product77,Jeans,BrandC,XS,Black,44.81,0.295918678420379,47,Wool,Spring,Manufacturer77
P78,Product78,Sweaters,BrandA,XS,Black,33.31,0.02609299095868628,44,Cotton,Fall,Manufacturer78
P79,Product79,Dresses,BrandB,XS,Blue,59.35,0.048247389345961365,27,Polyester,Winter,Manufacturer79
P80,Product80,Sweaters,BrandC,M,Black,84.89,0.07777391288069302,9,Polyester,Summer,Manufacturer80
P81,Product81,Dresses,BrandD,S,Red,47.11,0.24347663333519234,34,Cotton,Winter,Manufacturer81
P82,Product82,T-Shirts,BrandB,XL,White,32.0,0.21305226360645602,61,Polyester,Spring,Manufacturer82
P83,Product83,Sweaters,BrandB,M,Yellow,12.85,0.034218248746021696,43,Cotton,Spring,Manufacturer83
P84,Product84,Sweaters,BrandD,M,Blue,26.12,0.11907355791741016,23,Denim,Summer,Manufacturer84
P85,Product85,T-Shirts,BrandA,XS,Yellow,32.29,0.29962323014418235,33,Wool,Fall,Manufacturer85
P86,Product86,T-Shirts,BrandB,XS,Red,60.89,0.13924161423513073,76,Polyester,Spring,Manufacturer86
P87,Product87,Sweaters,BrandB,XL,Black,62.61,0.12503821581057142,83,Denim,Summer,Manufacturer87
P88,Product88,T-Shirts,BrandB,M,Green,69.82,0.16649660262508417,36,Cotton,Fall,Manufacturer88
P89,Product89,Jeans,BrandB,XL,White,51.4,0.08714165994688088,8,Denim,Spring,Manufacturer89
P90,Product90,Sweaters,BrandD,M,White,69.94,0.02481177557106341,63,Polyester,Winter,Manufacturer90
P91,Product91,Sweaters,BrandC,S,White,65.44,0.027511695515128897,3,Polyester,Winter,Manufacturer91
P92,Product92,Jeans,BrandB,XS,Blue,51.56,0.10832820200846023,47,Polyester,Winter,Manufacturer92
P93,Product93,Dresses,BrandD,XS,Black,67.78,0.014110048440588252,62,Cotton,Winter,Manufacturer93
P94,Product94,Jeans,BrandA,L,Black,30.51,0.19466467944419055,57,Polyester,Winter,Manufacturer94
P95,Product95,T-Shirts,BrandA,L,Yellow,80.36,0.0017990564323646762,32,Polyester,Summer,Manufacturer95
P96,Product96,Jeans,BrandB,L,Green,37.34,0.265756469457618,25,Cotton,Winter,Manufacturer96
P97,Product97,T-Shirts,BrandC,XL,Blue,65.1,0.0017974193753589884,39,Polyester,Spring,Manufacturer97
P98,Product98,Dresses,BrandB,XL,Green,64.04,0.20176116577785116,59,Denim,Winter,Manufacturer98
P99,Product99,Dresses,BrandB,M,Yellow,88.46,0.265786540930032,52,Cotton,Fall,Manufacturer99
P100,Product100,Sweaters,BrandD,XS,Yellow,13.35,0.19527909420147735,52,Wool,Winter,Manufacturer100
P101,Product101,Dresses,BrandD,M,Blue,80.85,0.12131625244691367,44,Cotton,Fall,Manufacturer101
P102,Product102,T-Shirts,BrandD,L,Blue,66.43,0.193459279474269,25,Wool,Summer,Manufacturer102
P103,Product103,T-Shirts,BrandC,M,White,35.55,0.011468435104287288,87,Denim,Fall,Manufacturer103
P104,Product104,Dresses,BrandC,S,Blue,39.33,0.13150184346120172,86,Cotton,Spring,Manufacturer104
P105,Product105,Sweaters,BrandD,L,White,32.96,0.1874331118659777,42,Polyester,Fall,Manufacturer105
P106,Product106,T-Shirts,BrandB,S,Yellow,11.01,0.2679001311640135,66,Denim,Spring,Manufacturer106
P107,Product107,Jeans,BrandC,M,White,17.89,0.03458135727814626,77,Denim,Winter,Manufacturer107
P108,Product108,T-Shirts,BrandC,XS,Blue,22.06,0.06265083588429307,63,Cotton,Spring,Manufacturer108
P109,Product109,Sweaters,BrandB,S,Yellow,60.78,0.2991590469215471,86,Polyester,Spring,Manufacturer109
P110,Product110,Sweaters,BrandA,XL,White,59.49,0.1598513593688294,29,Wool,Winter,Manufacturer110
P111,Product111,Sweaters,BrandD,M,Black,97.95,0.0691865942825708,40,Denim,Summer,Manufacturer111
P112,Product112,Jeans,BrandC,XS,Red,99.13,0.04879759380692143,23,Cotton,Fall,Manufacturer112
P113,Product113,Jeans,BrandC,M,Green,94.96,0.01820767187671717,79,Denim,Winter,Manufacturer113
P114,Product114,T-Shirts,BrandA,M,Yellow,77.13,0.11133241990815619,8,Denim,Winter,Manufacturer114
P115,Product115,Dresses,BrandB,XL,Yellow,30.49,0.013508800666257125,48,Cotton,Spring,Manufacturer115
P116,Product116,T-Shirts,BrandA,XS,Green,18.77,0.1546650147106838,100,Denim,Summer,Manufacturer116
P117,Product117,Jeans,BrandD,L,Blue,71.26,0.016459003197735488,38,Denim,Summer,Manufacturer117
P118,Product118,Dresses,BrandA,L,Yellow,53.41,0.15967357745797092,11,Cotton,Winter,Manufacturer118
P119,Product119,Sweaters,BrandD,M,Green,29.56,0.24809684044290503,67,Wool,Summer,Manufacturer119
P120,Product120,Dresses,BrandB,XS,Red,25.6,0.20093873527480702,25,Cotton,Spring,Manufacturer120
P121,Product121,T-Shirts,BrandD,XS,Black,22.36,0.1168025929310913,93,Cotton,Fall,Manufacturer121
P122,Product122,Dresses,BrandD,S,Black,54.57,0.10801500820266037,99,Cotton,Spring,Manufacturer122
P123,Product123,Dresses,BrandD,XS,White,24.62,0.18322604962469033,48,Wool,Fall,Manufacturer123
P124,Product124,T-Shirts,BrandC,M,Red,62.85,0.03672290680585187,62,Polyester,Winter,Manufacturer124
P125,Product125,T-Shirts,BrandB,M,White,12.93,0.059321297636911116,22,Denim,Summer,Manufacturer125
P126,Product126,Sweaters,BrandA,XS,Black,94.77,0.2783597845143593,96,Wool,Spring,Manufacturer126
P127,Product127,Jeans,BrandA,XS,Green,27.97,0.29446856261412163,77,Polyester,Fall,Manufacturer127
P128,Product128,T-Shirts,BrandD,XS,Yellow,10.09,0.23722847109763323,55,Denim,Winter,Manufacturer128
P129,Product129,Sweaters,BrandD,XS,Red,37.56,0.28355807936929484,56,Denim,Summer,Manufacturer129
P130,Product130,T-Shirts,BrandA,S,Red,12.86,0.20421515567924278,24,Wool,Winter,Manufacturer130
P131,Product131,T-Shirts,BrandD,XL,White,49.65,0.225277083392365,44,Cotton,Winter,Manufacturer131
P132,Product132,Jeans,BrandA,XS,Blue,19.89,0.2179557229510323,96,Denim,Spring,Manufacturer132
P133,Product133,Sweaters,BrandD,S,Yellow,55.88,0.2084766844669904,99,Polyester,Spring,Manufacturer133
P134,Product134,T-Shirts,BrandD,S,Yellow,16.5,0.2411632129805841,36,Wool,Summer,Manufacturer134
P135,Product135,Jeans,BrandD,S,Yellow,62.36,0.2065549757859279,77,Denim,Fall,Manufacturer135
P136,Product136,T-Shirts,BrandB,M,Green,58.27,0.12096496553827502,26,Polyester,Fall,Manufacturer136
P137,Product137,T-Shirts,BrandC,M,White,77.54,0.03238039140663457,17,Polyester,Summer,Manufacturer137
P138,Product138,Jeans,BrandA,M,Yellow,16.55,0.24893649245629917,5,Denim,Winter,Manufacturer138
P139,Product139,Sweaters,BrandD,L,White,70.28,0.21369128094301143,58,Polyester,Winter,Manufacturer139
P140,Product140,T-Shirts,BrandD,L,Yellow,33.2,0.2737660129699758,86,Cotton,Spring,Manufacturer140
P141,Product141,Sweaters,BrandD,L,White,99.56,0.23134245876183973,57,Polyester,Winter,Manufacturer141
P142,Product142,Dresses,BrandD,L,Red,80.89,0.16769248009536444,41,Polyester,Spring,Manufacturer142
P143,Product143,Sweaters,BrandB,XL,Red,68.05,0.16151122444821747,7,Polyester,Winter,Manufacturer143
P144,Product144,Jeans,BrandC,XL,Yellow,77.18,0.1347112558687039,20,Polyester,Fall,Manufacturer144
P145,Product145,Dresses,BrandC,XS,White,73.73,0.01599021443856121,34,Cotton,Winter,Manufacturer145
P146,Product146,T-Shirts,BrandA,L,Yellow,89.25,0.22376862781200138,5,Denim,Winter,Manufacturer146
P147,Product147,Dresses,BrandB,L,White,71.65,0.2537415053032783,29,Denim,Spring,Manufacturer147
P148,Product148,Sweaters,BrandC,XS,Green,37.74,0.24241297278987198,94,Cotton,Spring,Manufacturer148
P149,Product149,Dresses,BrandD,M,Black,77.36,0.23243523717345468,85,Wool,Fall,Manufacturer149
P150,Product150,Sweaters,BrandA,XS,Yellow,58.9,0.22982632217651883,92,Polyester,Winter,Manufacturer150
P151,Product151,Dresses,BrandC,S,Yellow,32.44,0.1393275066600316,23,Denim,Fall,Manufacturer151
P152,Product152,Sweaters,BrandC,M,Black,99.98,0.2794833927015275,24,Cotton,Spring,Manufacturer152
P153,Product153,T-Shirts,BrandA,L,Yellow,91.07,0.03991988945888414,16,Wool,Fall,Manufacturer153
P154,Product154,Jeans,BrandC,M,Green,18.39,0.08780176615617896,46,Denim,Fall,Manufacturer154
P155,Product155,Jeans,BrandB,XL,Blue,97.52,0.2952591703603564,54,Polyester,Winter,Manufacturer155
P156,Product156,Dresses,BrandB,S,Green,56.06,0.29251515004603895,77,Denim,Spring,Manufacturer156
P157,Product157,Dresses,BrandA,L,White,13.84,0.00565256482512596,91,Wool,Spring,Manufacturer157
P158,Product158,Dresses,BrandD,XL,Green,49.39,0.14990410615217273,36,Cotton,Fall,Manufacturer158
P159,Product159,T-Shirts,BrandA,XL,White,38.18,0.06350815116025939,92,Denim,Fall,Manufacturer159
P160,Product160,Jeans,BrandD,XL,Yellow,63.16,0.04306761081145388,63,Polyester,Spring,Manufacturer160
P161,Product161,T-Shirts,BrandA,XS,Blue,77.74,0.18254524540965694,63,Wool,Spring,Manufacturer161
P162,Product162,T-Shirts,BrandB,S,Yellow,76.82,0.07284653318456225,33,Wool,Summer,Manufacturer162
P163,Product163,Jeans,BrandB,L,Yellow,61.35,0.07898020224307158,22,Denim,Winter,Manufacturer163
P164,Product164,Sweaters,BrandC,XL,Black,28.49,0.20024101189722052,91,Polyester,Fall,Manufacturer164
P165,Product165,Dresses,BrandB,L,Red,55.27,0.21973611100833193,5,Polyester,Winter,Manufacturer165
P166,Product166,Jeans,BrandB,M,Black,54.09,0.18994713737745708,51,Cotton,Spring,Manufacturer166
P167,Product167,Dresses,BrandD,XS,Red,69.73,0.15043594551713946,25,Cotton,Fall,Manufacturer167
P168,Product168,Dresses,BrandC,M,Yellow,97.73,0.08105358620858356,43,Polyester,Spring,Manufacturer168
P169,Product169,Jeans,BrandA,S,Black,46.38,0.28952323926369045,11,Cotton,Spring,Manufacturer169
P170,Product170,Sweaters,BrandD,M,Green,94.23,0.14974152716277825,93,Denim,Summer,Manufacturer170
P171,Product171,Sweaters,BrandA,L,Green,24.78,0.05641226533019364,33,Denim,Winter,Manufacturer171
P172,Product172,Jeans,BrandD,XS,White,17.85,0.04231385941591665,16,Cotton,Summer,Manufacturer172
P173,Product173,Dresses,BrandA,L,Yellow,62.35,0.12173572807654433,79,Polyester,Winter,Manufacturer173
P174,Product174,T-Shirts,BrandD,L,Black,71.23,0.29132326315971824,29,Wool,Fall,Manufacturer174
P175,Product175,Jeans,BrandB,XL,Blue,20.91,0.26763768879625033,77,Polyester,Winter,Manufacturer175
P176,Product176,Sweaters,BrandC,L,White,95.98,0.024645492203996745,24,Denim,Fall,Manufacturer176
P177,Product177,T-Shirts,BrandB,L,Red,14.84,0.271604781757974,83,Denim,Summer,Manufacturer177
P178,Product178,T-Shirts,BrandB,M,Red,18.48,0.06493473425761771,21,Wool,Spring,Manufacturer178
P179,Product179,Sweaters,BrandC,L,White,20.41,0.18394702138108507,96,Wool,Fall,Manufacturer179
P180,Product180,T-Shirts,BrandC,L,Black,20.63,0.14798933544790607,35,Denim,Winter,Manufacturer180
P181,Product181,Sweaters,BrandA,L,Black,87.42,0.2684169036073095,93,Cotton,Fall,Manufacturer181
P182,Product182,T-Shirts,BrandD,L,White,86.13,0.1827235055759722,20,Wool,Winter,Manufacturer182
P183,Product183,Jeans,BrandC,L,Black,47.44,0.2740809861702956,76,Polyester,Fall,Manufacturer183
P184,Product184,Dresses,BrandA,XL,Red,43.72,0.0630984391949508,86,Polyester,Summer,Manufacturer184
P185,Product185,Dresses,BrandD,XL,Red,84.99,0.03588143998624003,40,Wool,Fall,Manufacturer185
P186,Product186,Sweaters,BrandD,S,White,72.07,0.2505062294345724,56,Denim,Summer,Manufacturer186
P187,Product187,Jeans,BrandC,S,Green,86.33,0.2722056371161154,81,Wool,Summer,Manufacturer187
P188,Product188,Jeans,BrandD,XS,White,86.06,0.16005269602040847,3,Wool,Winter,Manufacturer188
P189,Product189,Sweaters,BrandD,S,Black,60.16,0.22090166451954177,73,Cotton,Fall,Manufacturer189
P190,Product190,Jeans,BrandA,XL,Green,76.33,0.2211814123035639,63,Denim,Summer,Manufacturer190
P191,Product191,Dresses,BrandC,L,Blue,82.97,0.24639345182257916,22,Cotton,Fall,Manufacturer191
P192,Product192,T-Shirts,BrandD,XS,Yellow,53.8,0.2677029744872468,57,Wool,Winter,Manufacturer192
P193,Product193,Dresses,BrandD,XL,Red,51.05,0.02092703849637596,14,Wool,Winter,Manufacturer193
P194,Product194,T-Shirts,BrandA,S,Yellow,71.07,0.29747558340106073,66,Polyester,Winter,Manufacturer194
P195,Product195,Jeans,BrandA,XL,White,35.8,0.1632808752404469,37,Polyester,Fall,Manufacturer195
P196,Product196,Jeans,BrandB,L,Green,85.95,0.2563981956974382,39,Polyester,Spring,Manufacturer196
P197,Product197,Sweaters,BrandC,XS,Black,51.02,0.19115033711588716,97,Denim,Fall,Manufacturer197
P198,Product198,Sweaters,BrandD,M,Yellow,98.03,0.12044869447982355,36,Wool,Spring,Manufacturer198
P199,Product199,T-Shirts,BrandA,XL,Yellow,59.86,0.28403979847473443,74,Wool,Summer,Manufacturer199
P200,Product200,T-Shirts,BrandD,L,White,67.19,0.08108049615838271,29,Cotton,Winter,Manufacturer200
P201,Product201,Jeans,BrandB,XL,Green,92.92,0.2851537235618424,52,Cotton,Fall,Manufacturer201
P202,Product202,Jeans,BrandA,L,Green,55.87,0.0569205647226926,58,Denim,Fall,Manufacturer202
P203,Product203,Jeans,BrandA,S,Red,63.66,0.005182087673244539,37,Wool,Fall,Manufacturer203
P204,Product204,Dresses,BrandD,XL,Yellow,74.43,0.21798694697953477,38,Wool,Fall,Manufacturer204
P205,Product205,Jeans,BrandB,L,Green,57.95,0.18610902406024007,98,Wool,Fall,Manufacturer205
P206,Product206,Dresses,BrandC,XS,Green,22.37,0.011173751705728818,33,Denim,Spring,Manufacturer206
P207,Product207,Sweaters,BrandA,XL,Blue,94.01,0.07530938642943574,21,Wool,Spring,Manufacturer207
P208,Product208,Dresses,BrandB,M,Black,67.78,0.015901955100358654,31,Polyester,Winter,Manufacturer208
P209,Product209,Sweaters,BrandB,M,Red,26.09,0.2366414530867641,4,Denim,Fall,Manufacturer209
P210,Product210,Jeans,BrandB,L,Blue,41.82,0.019823240656239804,80,Denim,Spring,Manufacturer210
P211,Product211,T-Shirts,BrandC,XS,Yellow,16.38,0.14144051247227832,48,Cotton,Spring,Manufacturer211
P212,Product212,Jeans,BrandB,L,Red,13.37,0.05544991501318027,70,Polyester,Winter,Manufacturer212
P213,Product213,Jeans,BrandA,XL,Black,35.56,0.24586636583425908,65,Polyester,Summer,Manufacturer213
P214,Product214,Jeans,BrandC,XS,Red,71.15,0.14565144459785995,42,Polyester,Spring,Manufacturer214
P215,Product215,T-Shirts,BrandB,L,Yellow,12.83,0.2031767950061891,34,Polyester,Spring,Manufacturer215
P216,Product216,T-Shirts,BrandD,L,Black,90.48,0.23510255029045368,54,Wool,Spring,Manufacturer216
P217,Product217,Sweaters,BrandB,XS,Red,57.59,0.23916463690945522,10,Wool,Spring,Manufacturer217
P218,Product218,Dresses,BrandC,S,White,27.69,0.13264537773031684,44,Wool,Summer,Manufacturer218
P219,Product219,Jeans,BrandC,XL,Blue,38.93,0.0676172855111286,42,Wool,Winter,Manufacturer219
P220,Product220,Jeans,BrandD,XS,Red,29.83,0.29296591038049247,78,Wool,Spring,Manufacturer220
P221,Product221,Sweaters,BrandB,S,Blue,41.93,0.04725106271320636,63,Wool,Spring,Manufacturer221
P222,Product222,Sweaters,BrandB,XS,Blue,90.08,0.049618857725453644,91,Wool,Winter,Manufacturer222
P223,Product223,T-Shirts,BrandC,XS,Black,86.88,0.04033300864244057,65,Polyester,Spring,Manufacturer223
P224,Product224,T-Shirts,BrandD,S,Green,83.1,0.1988048353943945,51,Denim,Spring,Manufacturer224
P225,Product225,Dresses,BrandB,XL,Blue,56.26,0.14640439695171806,47,Polyester,Fall,Manufacturer225
P226,Product226,Jeans,BrandA,S,Green,98.12,0.28915125618504467,17,Cotton,Fall,Manufacturer226
P227,Product227,Dresses,BrandC,XL,Red,27.28,0.24035983281768525,47,Wool,Winter,Manufacturer227
P228,Product228,Jeans,BrandD,XL,Green,86.5,0.17230105099615126,65,Denim,Spring,Manufacturer228
P229,Product229,T-Shirts,BrandA,M,Green,31.49,0.2355013301767731,7,Cotton,Winter,Manufacturer229
P230,Product230,Sweaters,BrandB,M,Green,72.14,0.13357411098904723,58,Cotton,Winter,Manufacturer230
P231,Product231,Sweaters,BrandC,L,Yellow,68.81,0.21092054486810852,36,Cotton,Winter,Manufacturer231
P232,Product232,Sweaters,BrandC,M,White,91.26,0.2590458685923742,11,Denim,Spring,Manufacturer232
P233,Product233,Jeans,BrandC,XL,Black,82.03,0.2387071760661264,97,Polyester,Summer,Manufacturer233
P234,Product234,Jeans,BrandA,XS,Red,62.65,0.1874984729950522,69,Denim,Fall,Manufacturer234
P235,Product235,Jeans,BrandA,M,Yellow,47.94,0.2868788776118345,57,Cotton,Summer,Manufacturer235
P236,Product236,Jeans,BrandD,XS,Red,71.07,0.0607109076030764,95,Denim,Winter,Manufacturer236
P237,Product237,Dresses,BrandB,XS,Yellow,42.48,0.03550947799459462,28,Cotton,Fall,Manufacturer237
P238,Product238,T-Shirts,BrandD,S,Green,66.12,0.2077740719092925,90,Polyester,Fall,Manufacturer238
P239,Product239,Sweaters,BrandB,S,Green,76.17,0.18843508877527781,14,Denim,Summer,Manufacturer239
P240,Product240,Dresses,BrandA,L,White,50.85,0.1461383796308675,98,Wool,Winter,Manufacturer240
P241,Product241,Sweaters,BrandB,XS,Red,11.02,0.24196910493010684,21,Polyester,Spring,Manufacturer241
P242,Product242,Sweaters,BrandB,L,Red,35.02,0.04426387558232948,96,Cotton,Summer,Manufacturer242
P243,Product243,Jeans,BrandC,S,Green,39.54,0.18454495791723954,74,Wool,Fall,Manufacturer243
P244,Product244,Dresses,BrandB,S,White,41.06,0.037770783333844725,43,Denim,Summer,Manufacturer244
P245,Product245,Jeans,BrandC,XL,Green,96.05,0.1826721921623374,78,Denim,Spring,Manufacturer245
P246,Product246,Dresses,BrandA,L,Blue,15.22,0.031506277157643967,83,Denim,Fall,Manufacturer246
P247,Product247,Dresses,BrandA,XL,Green,66.76,0.22052364699844657,10,Polyester,Summer,Manufacturer247
P248,Product248,Jeans,BrandD,S,Blue,76.71,0.258280965989685,38,Wool,Winter,Manufacturer248
P249,Product249,Dresses,BrandC,M,Green,94.97,0.07514664415460755,22,Denim,Spring,Manufacturer249
P250,Product250,Jeans,BrandB,S,White,41.64,0.2993609111613499,34,Polyester,Summer,Manufacturer250
P251,Product251,Sweaters,BrandA,L,Red,30.11,0.19081728431616563,7,Cotton,Fall,Manufacturer251
P252,Product252,Dresses,BrandA,XL,Yellow,83.17,0.24380886962029752,65,Wool,Fall,Manufacturer252
