Year,Technology,Category,Popularity_Index,Growth_Rate,Usage,Market_Share,Region,Industry,Comments
2014,C++,Framework,71.04831698754512,-2.984029439818732,479527,35.97980887812694,North America,Finance,None
2021,Python,IDE,55.298433440329674,-3.172808742153272,290995,17.5902295802267,Asia,Manufacturing,None
2014,Rust,Platform,69.66782618209768,3.9294249600247806,872128,1.8710334206918977,Europe,Manufacturing,None
2016,Java,Library,63.531389864153866,9.895111528646009,974096,44.707122613115935,Europe,Manufacturing,None
2014,Go,IDE,68.13356736119533,-3.3457553144580876,563418,36.46360853266697,Asia,Education,None
2014,Python,Tool,10.390145615975365,8.460877496166425,253285,26.011437334697835,Asia,Education,None
2013,Rust,Programming Language,75.74375412279564,4.568834542681714,230523,14.223782065791003,Asia,Healthcare,None
2022,Go,Programming Language,49.09560020866891,6.939785811736112,275807,28.32867630347668,Asia,Finance,None
2014,Java,IDE,18.878191578380832,0.1767619326653822,697468,26.59540281589659,Africa,Finance,None
2014,Python,Platform,31.15482256932277,0.6657977730605182,630856,41.78942294601031,Asia,Manufacturing,None
2018,C++,Library,62.053357405505096,0.9292971336605937,671383,41.54654386966594,Africa,Manufacturing,None
2014,JavaScript,Framework,96.39079246252562,1.302782304181056,551012,22.429580313528312,Asia,Healthcare,None
2013,C#,Database,18.808101162597147,-7.11117784839161,302279,31.368167348306375,North America,Education,None
2020,Go,IDE,89.52923984435405,-5.859091917183408,782440,23.212777370793546,Europe,Manufacturing,None
2017,Swift,Tool,64.67754464179583,-6.925506499226406,977174,9.87969227674697,Africa,IT,None
2015,Java,Library,49.74798497577005,-6.18057506999431,632910,24.179933374731966,Africa,Education,None
2015,C++,Framework,37.019524521836175,3.299349955443285,41906,40.53622243758394,North America,Education,None
2010,Go,Programming Language,15.394279814581491,-5.8699972895864665,929012,20.55667458954592,Africa,Healthcare,None
2011,Ruby,Programming Language,12.064627695915387,7.567890222306421,53431,40.73444228599096,South America,Education,None
2015,Swift,IDE,13.093479727360169,-7.610553884742153,839463,29.10143450225911,South America,Manufacturing,None
2019,Ruby,IDE,22.81328887439105,9.774804467156535,383061,28.971281342992107,Asia,IT,None
2013,Ruby,Framework,85.26339868612021,-9.971356840076808,598741,47.71194816052152,Asia,IT,None
2010,Java,Programming Language,24.511604713484203,6.877490826988723,491446,43.87407848218407,South America,Manufacturing,None
2015,JavaScript,Language,35.6484887333949,-9.960187487144758,319918,27.45757266457059,Europe,Healthcare,None
2010,C++,Platform,93.19528990559269,5.709367771873779,809211,39.50979226509793,North America,Manufacturing,None
2011,Swift,Framework,48.02954978783836,4.553096010570513,641110,10.913264625387626,Africa,IT,None
2012,Go,Platform,59.20882119379113,3.890816084336233,56872,39.84714084780463,South America,Finance,None
2014,Java,Framework,82.87343019721473,-2.9823335487169427,80435,48.809088449897466,Asia,Manufacturing,None
2012,Python,Database,14.285605309024907,2.5417579962139385,195585,11.036658220342222,South America,Manufacturing,None
2010,C++,Tool,53.37231215893673,1.9881093744071503,730871,40.19886981853895,South America,Manufacturing,None
2013,C++,Tool,9.880582986920283,4.79075119126273,130700,12.4754084080196,Africa,Finance,None
2012,JavaScript,Tool,54.27826441654781,4.20020740894679,678584,9.751029593811273,Africa,Healthcare,None
2020,Go,IDE,59.43786593304408,-5.035361837044379,181845,5.950249906886073,South America,Manufacturing,None
2010,C++,Tool,54.60893670109037,4.191806835685057,995266,21.813572798609677,Africa,Finance,None
2017,C++,Database,36.4284574718846,-3.7506363830022877,321425,27.463507803619123,Europe,Finance,None
2015,Rust,Database,84.84385146266608,-2.2899869990927506,189286,14.575231033385643,Europe,Education,None
2019,Ruby,Library,30.9633859741126,-4.244527237998175,461833,16.066631512927128,Asia,Finance,None
2010,Java,IDE,76.39275457910185,4.784027505114638,343606,6.438761540692689,Europe,Healthcare,None
2020,Ruby,Tool,44.84821141791955,6.693442915315142,155886,48.65097809539346,Africa,Finance,None
2012,C#,Database,80.54211672506183,-5.0270037031584325,570059,34.54833394235772,South America,IT,None
2021,Python,Database,79.15374723231268,0.2817524255343713,441484,4.058834742028744,North America,Finance,None
2020,JavaScript,IDE,82.08999854584782,4.112426937771277,268990,34.140409400395896,North America,Finance,None
2017,JavaScript,Tool,69.08707715940785,6.490705773869859,138243,32.29332537281694,South America,Finance,None
2021,Rust,IDE,75.7961809198851,4.545118912736175,507939,43.16118244794285,Africa,Education,None
2012,Kotlin,Tool,77.97481646806797,-8.016334705343418,494387,35.32470608492789,Asia,Finance,None
2019,JavaScript,Database,75.13464276552426,3.6817838175056785,302471,1.1953312110689562,Asia,Healthcare,None
2012,Ruby,Tool,39.20799503447044,8.108002530152582,148715,29.867482939914247,South America,Education,None
2013,C#,Tool,19.744130972614414,-1.160381544164137,912587,0.170637367117088,Europe,Healthcare,None
2021,Python,IDE,97.01308723819709,4.852154758232224,67317,15.979042245707442,North America,IT,None
2013,Swift,Programming Language,25.63101434252716,9.23850684138711,616903,14.65176523069066,South America,Healthcare,None
2012,Python,Platform,98.03750792296569,3.8793059556570046,289270,4.509419518023589,Africa,Finance,None
2013,Rust,Tool,10.218421144870193,-4.205465261679604,284455,2.261460350666006,Europe,Finance,None
2014,Java,Language,82.69744528556832,-0.9585032164444485,232542,8.990130296489118,North America,Finance,None
2011,Java,Platform,21.151798175083204,-0.6258639805757849,202259,41.44592653613456,Europe,Finance,None
2012,Python,Database,83.0948149569656,6.980900119765558,63098,12.424923991022752,Asia,Healthcare,None
2021,Ruby,IDE,6.918480469264276,9.36542618735188,423282,9.985217190858187,Africa,Manufacturing,None
2019,Ruby,Language,86.67029791268241,1.8640003829092535,32099,47.99127627196249,Asia,Manufacturing,None
2020,Swift,Platform,41.836342760868575,-8.461555477898397,127502,5.758371905398513,Asia,Education,None
2011,Go,Library,92.4824873672622,8.991004630632187,60839,14.830244770992563,North America,Finance,None
2014,Kotlin,Library,64.22793297140937,9.880452675574066,601384,40.6861692044725,Asia,Manufacturing,None
2020,Kotlin,Framework,51.63631465964503,-2.088455268611775,534536,31.663758113074202,South America,IT,None
2016,Python,Framework,56.724055570824774,6.516912887748365,280521,3.4817938734381384,Africa,Education,None
2021,C#,Framework,53.64556379646819,-1.3224278158252396,865232,46.5502133906749,South America,IT,None
2018,Java,IDE,13.676993677909099,3.909255295182506,880541,13.906233861666722,Africa,Finance,None
2021,Kotlin,Language,67.15683257222146,-9.162562456577943,796375,19.49605998206462,North America,Manufacturing,None
2012,Python,Database,17.87171067867662,7.813742642913404,600118,28.79170127722465,Africa,Finance,None
2013,C++,Database,83.81754954184487,-9.104153789155156,912037,29.000487395757368,Asia,Education,None
2010,C#,Platform,6.290696125059469,-5.598578051787982,118727,13.206745615689924,Asia,Healthcare,None
2010,Rust,Framework,95.44008805698272,1.354989590966067,21722,38.576583049732,Asia,Healthcare,None
2016,Go,IDE,14.895865113435768,7.652902936257938,338731,16.880782775819114,Asia,IT,None
2010,Java,Framework,15.547322094520776,-4.550141215713581,56445,37.42496419507754,North America,Finance,None
2016,Go,Tool,7.008876386183527,-8.213592410283205,386155,7.430513352966949,Africa,IT,None
2013,JavaScript,Tool,14.981550352106332,6.19158520677583,213696,20.939237538534154,Asia,Healthcare,None
2020,Go,Library,57.3993703808773,-2.814046685877411,111858,1.2631438315594323,Africa,IT,None
2013,JavaScript,Language,35.69039216345845,4.872241064552094,309036,18.50501486082835,Asia,Manufacturing,None
2018,C++,Platform,93.38399881359636,-6.152311255246463,600239,0.8798208063163393,North America,IT,None
2022,C++,Framework,36.63271609732551,-5.34272352568395,920822,39.67790808210597,Europe,Education,None
2018,JavaScript,IDE,92.6141378321074,-2.918680871695871,795555,13.450260509455209,South America,Education,None
2018,Go,Framework,5.8567407003825895,5.693134928185838,693130,39.06039169633451,Europe,Education,None
2012,Java,Tool,21.99399737811387,8.767127113286897,133715,39.82859233712157,North America,Finance,None
2013,C#,Library,84.26780117279151,5.744202456426775,286767,4.07717863072512,Africa,Healthcare,None
2012,Go,Language,16.367307424149725,-9.844678151829498,453142,25.878809607634057,Asia,Finance,None
2021,C++,Tool,26.025253845028384,6.169137103561585,37072,5.685801778573973,Africa,Healthcare,None
2010,C#,Framework,37.12173881144785,2.7285682926036294,85324,48.8814813914264,Asia,Manufacturing,None
2018,Kotlin,Programming Language,58.41984694310223,5.970722256792136,888050,36.80468284681539,Asia,Finance,None
2018,JavaScript,Framework,39.23111120730404,1.4463391272180726,558529,6.026114773355595,South America,Manufacturing,None
2013,Java,Framework,26.817309885628916,-9.427065657289525,290509,25.449794630566792,Africa,Manufacturing,None
2018,Kotlin,Framework,48.694417644464835,6.062341826987023,808619,49.57261305868292,Europe,Education,None
2020,Python,Library,53.18590869870058,-8.47278183814611,427519,40.73074775824159,Africa,Manufacturing,None
2012,Kotlin,Framework,96.24102746088313,-3.0350037306746014,981817,36.44719637355003,Europe,Education,None
2018,JavaScript,Tool,67.59546155202632,0.8118633008149345,130374,43.85436998648105,North America,Healthcare,None
2014,Rust,Platform,19.217324610703955,-4.282502307063041,543998,48.031493176701986,Europe,Manufacturing,None
2013,Kotlin,Framework,76.13302760127992,5.194379372601677,728290,32.28676734416787,South America,Manufacturing,None
2022,JavaScript,Database,98.11417686583087,9.482639826803037,737366,24.831648997112314,North America,Healthcare,None
2010,C++,Tool,15.071514383450612,-0.7484172976687375,333803,14.614118956516824,South America,Finance,None
2014,Go,Framework,16.22518102714009,9.055276523712642,542564,11.134566040309196,South America,Education,None
2013,Rust,Tool,11.468098742884536,8.340658571722386,95216,11.09700623702657,Europe,Manufacturing,None
2021,JavaScript,Tool,29.07614696974765,6.365401178746161,420562,22.428925473208437,Africa,Healthcare,None
2022,Go,Platform,69.5974218474343,4.537090751997873,655268,21.60365838930404,Europe,Finance,None
2016,Ruby,Database,33.27768464981666,-9.599469287974724,699030,44.97268875795962,South America,Healthcare,None
2019,C#,Tool,9.545661555148033,8.032256816177792,546350,32.25070223843119,Europe,Education,None
2021,C++,Platform,62.990186975377405,1.4517862141654714,404790,2.667939365993349,Africa,Education,None
2018,C#,Platform,77.51382096086921,-7.368672383001571,284924,2.7543430361185006,South America,Healthcare,None
2010,Ruby,IDE,40.50414902832373,3.8279719193651296,400590,31.604064049221588,Europe,Manufacturing,None
2018,JavaScript,Platform,66.68169497218386,-4.562211067576656,79768,2.398152853260399,Africa,Healthcare,None
2015,Rust,Programming Language,58.90311226367545,3.834832265414036,450265,45.78362113810093,Europe,IT,None
2019,Java,Platform,64.36440135944645,-8.391430286573534,130234,4.295039771319164,Europe,Manufacturing,None
2010,Python,IDE,42.188213601046044,9.501072836840464,932916,2.8431369391249017,South America,Finance,None
2022,C#,Programming Language,47.70994842434486,-8.669453828260554,624037,36.41798511465463,South America,IT,None
2019,Rust,Library,81.49496076199942,7.354225303016314,904827,23.58087010708456,North America,Healthcare,None
2016,Ruby,IDE,58.7122004754833,-3.6821523850225297,140490,9.397286301079122,North America,IT,None
2015,Python,Database,9.428810312492386,-4.138087611832719,211775,17.53436926679186,Europe,Education,None
2013,Kotlin,Framework,2.985370454329661,-2.100378637738924,868211,29.68132896156525,North America,Finance,None
2011,Swift,Framework,51.1251617982564,5.451189145110355,283674,2.8780791962956243,Asia,Finance,None
2018,Python,Framework,54.465982365138075,-6.004757501620532,11866,39.81333536348895,Europe,Finance,None
2010,JavaScript,Library,81.61680877943147,-1.0583500327290771,709841,0.8358414934353908,Africa,Education,None
2014,C#,Database,73.04368221946066,-0.22396637216008664,188183,22.031346778392535,Europe,IT,None
2021,Swift,Library,22.538291840805734,8.150464164182551,729075,32.38077965509725,Africa,Healthcare,None
2021,JavaScript,Programming Language,79.35970421420603,1.096998141858771,989142,43.97926075355894,Europe,Manufacturing,None
2019,Swift,Platform,62.911562388228894,2.7730716166030334,361165,21.1248408815892,Africa,Finance,None
2016,Python,Database,23.327098256033196,7.881630696379947,990488,21.053712748206955,North America,Education,None
2015,Kotlin,Framework,51.58733931854287,-3.3329149974213728,868153,20.75334053956921,North America,Education,None
2017,Ruby,Framework,24.002765926096416,-8.555045495006233,943056,47.51996835766206,South America,Education,None
2018,C++,Database,72.17228708771945,5.770230910897695,281747,29.622691708561867,Asia,Finance,None
2018,JavaScript,IDE,30.186554081205465,5.1747084823851175,986368,14.568054758627813,North America,Education,None
2019,JavaScript,Tool,49.67444236088983,-3.513897434456698,669941,18.926772897834752,South America,IT,None
2012,Swift,Framework,89.81962818865021,8.95909573531879,559195,17.609483096467237,North America,Finance,None
2018,Java,Framework,98.73613846139915,6.673715173561362,748320,9.437488626312685,Africa,Healthcare,None
2016,Kotlin,Database,95.78986540442234,-9.943860962640832,181879,25.646319596013033,Europe,IT,None
2021,Java,Framework,77.04663966166979,-7.886619465855606,420503,26.681691325036915,Europe,Education,None
2016,JavaScript,Programming Language,13.620326481089439,-0.7091703174388115,263291,6.01898204664173,Africa,Manufacturing,None
2019,Java,Tool,46.79470995987658,8.20592356409723,75610,18.926783723413365,North America,IT,None
2011,Swift,Framework,96.82855167608868,-6.474893155325418,163086,29.810323161851382,North America,IT,None
2016,JavaScript,Library,35.300959194920765,3.3790359762475486,662883,21.370150180415052,Europe,IT,None
2022,C++,Tool,15.949654858968664,7.360289291736947,901543,41.27988179929065,South America,Finance,None
2018,C#,IDE,19.13125557315516,8.597362925336697,501784,49.166688003098834,Europe,Healthcare,None
2018,C#,Programming Language,54.93483220635136,3.121263908913667,67900,12.286158040735828,Africa,Finance,None
2013,Java,Language,2.1701811558233475,-2.943150193733775,388990,11.028656119687641,Africa,IT,None
2012,Ruby,Platform,77.02614404054835,-2.7235450533565464,911376,14.543255913949388,South America,Finance,None
2013,Kotlin,Platform,39.25690233112999,5.244962147659379,925965,43.229028484454545,North America,Finance,None
2020,Java,Framework,22.33582149742285,7.416745165754143,284688,46.946595176857706,South America,IT,None
2022,Ruby,Framework,29.159667942541056,9.23738752405075,238264,21.743920657960093,North America,Finance,None
2016,Python,IDE,80.31440802914679,5.184816943877751,378516,42.186653817472994,South America,Education,None
2013,Go,Language,3.718114203719336,1.1758674227462436,283806,16.825008862207806,Asia,Finance,None
2016,JavaScript,Framework,77.13208535196804,8.261307818770774,483398,44.348562845336296,Asia,IT,None
2015,Python,IDE,76.2296912559739,8.855760713780818,783728,15.086118714800973,Europe,Manufacturing,None
2017,Swift,Language,8.154121909145696,-0.6480195285054791,213343,17.116353068989604,Europe,Education,None
2021,Swift,Framework,83.10363890766934,8.967629947461162,360870,42.8381422756237,South America,Finance,None
2010,JavaScript,Library,17.204216359185942,2.0647888508784895,70840,20.48499327319365,Asia,Education,None
2021,Java,Language,13.643236902046961,-1.8195355719666324,810962,39.1687673000374,Africa,Healthcare,None
2018,Swift,IDE,16.640119617138872,7.656509621323423,202902,47.75998179885942,Africa,Healthcare,None
2014,C++,Library,0.275800893123912,-1.606279193038624,695045,2.3971707442982995,Asia,Healthcare,None
2020,Java,Tool,53.34566892660394,-2.7929489134751346,440113,34.04388102527005,Asia,Healthcare,None
2016,Swift,Library,36.89758515986984,6.374331589205372,292076,11.41603870587134,Asia,IT,None
2021,Python,Database,14.32532305588351,9.50138702987978,23148,5.2876418407492185,Africa,Education,None
2015,Kotlin,IDE,86.87285769777596,3.258353424402438,812040,17.085190696914804,South America,Education,None
2022,Swift,IDE,50.6201666407215,-3.5251160639446377,204015,21.20366110109878,Europe,Healthcare,None
2018,C++,Programming Language,34.87080688769927,6.7131669514042045,115828,12.503489257847988,Africa,Manufacturing,None
2012,Kotlin,Programming Language,53.27205784966398,8.277945518029103,835670,16.541121962964112,Africa,Manufacturing,None
2021,Swift,Tool,80.92119020835442,-7.0187222673186245,11966,14.386319181701957,North America,Finance,None
2013,Python,IDE,17.093480598410448,-3.8115568769882575,225646,18.72497030457709,Africa,Manufacturing,None
2019,C++,Library,86.56766094662754,2.3416930946949233,488444,11.85136807713052,Asia,Manufacturing,None
2017,Java,Framework,58.54447958296264,-3.348058204169173,341971,25.48266430563749,Europe,Healthcare,None
2015,Java,IDE,61.55318945304358,2.361256436654884,302981,13.425268089674569,South America,Education,None
2013,C++,Framework,58.85421725406843,6.544389277447767,271545,30.521041142391432,Europe,Education,None
2014,Go,Tool,22.13191192150874,-7.2300825846385885,770348,13.02868764771587,Africa,Healthcare,None
2015,Ruby,Framework,18.473853877407866,2.483773529846278,945493,37.0260181729192,North America,Finance,None
2013,Java,Library,47.73523158771608,3.2675467055714797,441701,28.517564708559224,Europe,IT,None
2013,Ruby,Tool,35.634273473911435,7.476026202556028,602001,43.380522479203705,Africa,Manufacturing,None
2017,Swift,Library,24.083634900404494,4.258149816226082,44764,47.839643645794474,Africa,Manufacturing,None
2019,Rust,IDE,58.12692959460314,5.779897086847578,81034,33.95662795365979,Africa,Healthcare,None
2019,JavaScript,IDE,85.61845904095897,-6.689600125922777,273337,0.8263075117232788,North America,Healthcare,None
2019,JavaScript,IDE,55.6897735850336,-7.35065767816685,271723,28.027331921767978,Africa,Healthcare,None
2017,Rust,Tool,90.65232294082665,8.090127225276213,188710,33.70145324072541,Europe,IT,None
2013,C#,Tool,71.67950080833688,-6.689846906046581,782132,27.343675514939342,North America,Healthcare,None
2020,C++,Tool,90.04372776336203,-2.59280195501562,357271,46.04069720328934,Europe,Finance,None
2012,JavaScript,Database,20.171072740576356,5.803347661108676,289223,3.1754093445263196,South America,IT,None
2022,Kotlin,Tool,58.733659963848616,-8.791221952678045,404336,20.282127310057962,Asia,Education,None
2013,Go,Language,35.46777492789197,0.40047630800398437,251158,29.133156285107948,South America,Healthcare,None
2019,C#,Library,74.37051068242359,0.9180653477842515,220804,26.92933455355207,Asia,Education,None
2020,Go,Database,44.987966840681395,-9.91862478889943,713300,25.695656828966374,South America,Finance,None
2021,Python,Tool,41.21811569812747,-2.1370870520434337,380917,20.440172552983537,North America,Healthcare,None
2017,Python,Programming Language,14.297878261938546,8.143392942273742,529884,21.510089761114166,Asia,Manufacturing,None
2017,Python,Programming Language,35.45544746805908,-1.4751254695841531,8649,29.42906605064871,North America,Healthcare,None
2015,Python,Framework,66.7803445340725,8.269594500330296,334148,24.744299156359105,Asia,IT,None
2011,Ruby,IDE,50.87725686817588,-3.6850539198688725,803457,39.086627871226796,Europe,Finance,None
2022,Ruby,Library,51.91319151483809,0.1066518809721444,864181,14.09841102381032,North America,Healthcare,None
2012,Go,Tool,64.81658723561755,6.860717955333492,379715,1.5475935819693143,South America,Healthcare,None
2012,Swift,Framework,27.58375520697458,9.629005889296302,91141,43.713369129353325,Europe,Finance,None
2018,Java,Library,22.074626138533493,5.183827050320655,119791,43.177495347133494,South America,Finance,None
2011,JavaScript,Database,96.77585797046285,-3.127103853660424,220610,7.8801048864396375,Europe,IT,None
2015,Swift,Database,13.78313022164549,-3.7213274753689074,574442,1.992079520597545,Asia,IT,None
2018,Rust,Framework,8.099818472507547,-8.858520193705521,186802,20.110119422052097,Asia,Education,None
2014,C#,Framework,70.36503457155843,-5.941569053194156,120172,26.302350689515247,North America,Education,None
2010,Rust,Framework,64.71253215727131,5.194610868398408,879525,9.847068055655,Africa,Education,None
2021,Ruby,Framework,37.09732519780914,-1.7033256253898283,181601,22.058548211142455,South America,IT,None
2012,Python,IDE,7.678624566611059,-6.869190677456915,71362,8.944584006948913,South America,IT,None
