Category,Sales,Revenue,Discount,Age,Region,Product,Date
D,4275,3264.860063010466,0.1449544197289043,64,West,P1,2023-07-05 11:00:00
B,4557,1025.029884105881,0.1302521455338198,43,North,P1,2023-07-25 05:00:00
B,1832,1247.542806721901,0.3308256180902811,37,North,P1,2023-04-21 06:00:00
D,2054,3141.4717647266048,0.3570511740843727,59,East,P4,2023-05-02 02:00:00
D,4459,3264.2865857926604,0.43993704183880966,45,East,P4,2023-03-14 18:00:00
A,2648,4005.8117778373744,0.21700600813641244,37,West,P2,2023-06-29 13:00:00
E,2900,1527.8612784958468,0.16698819622001698,28,East,P2,2023-01-19 16:00:00
E,2457,3052.7323350271154,0.2516023332712798,27,East,P2,2023-05-06 12:00:00
B,3884,1777.7905777267545,0.24143004945291002,40,East,P3,2023-03-07 08:00:00
E,3973,1372.7844782507786,0.1529875816071419,54,West,P2,2023-05-26 11:00:00
B,2399,2641.983176242218,0.3689130610052609,58,East,P4,2023-11-01 14:00:00
A,4415,1653.346592356229,0.3034767762917504,36,South,P3,2023-10-14 19:00:00
D,1442,1887.1279127692744,0.3884491024459066,62,West,P4,2023-09-07 08:00:00
D,4650,2270.2183194780073,0.24107644806789388,35,South,P3,2023-10-23 08:00:00
D,3122,2037.553602972785,0.23028088463108093,44,West,P2,2023-07-18 16:00:00
E,1556,1350.3651896237857,0.28903034121754223,23,South,P2,2023-02-14 08:00:00
A,4843,1359.664979438809,0.45096293815805877,27,West,P2,2023-06-09 05:00:00
E,4737,1772.9976609366727,0.11611252269359214,19,North,P3,2023-03-01 20:00:00
E,2178,1202.236751838156,0.42193312691858886,41,East,P4,2023-09-12 01:00:00
A,4501,3505.8280787077083,0.2475950450631026,55,East,P1,2023-04-14 11:00:00
A,3037,2149.3068660356075,0.4418476103153911,45,West,P4,2023-11-18 15:00:00
A,1362,2118.9838710762842,0.42088120353434266,45,South,P2,2023-07-20 00:00:00
A,3495,2327.9931769510604,0.23950449895843537,62,North,P3,2023-09-23 22:00:00
D,2257,3651.1850968388867,0.37755061412864643,56,South,P3,2023-07-21 05:00:00
C,4634,4482.535525933962,0.16385310270937606,19,East,P2,2023-09-14 09:00:00
C,2841,4036.3477302225538,0.45851262086551525,63,East,P3,2023-04-27 10:00:00
A,3309,3910.1169209003797,0.2617964257807638,22,South,P2,2023-11-14 04:00:00
C,2850,2937.564742403397,0.28225024614208005,28,West,P4,2023-02-15 17:00:00
C,3172,3775.222227869647,0.38230362041479393,27,West,P3,2023-03-10 06:00:00
A,1910,3211.0494721343325,0.42833609468194045,60,South,P1,2023-12-19 07:00:00
C,1244,1865.0021127461155,0.19453709733128385,19,East,P3,2023-01-07 16:00:00
E,1541,1834.3534709642029,0.3645400559507982,32,South,P2,2023-09-04 02:00:00
B,3532,2185.5680275011337,0.2567992175556594,56,East,P1,2023-12-21 06:00:00
B,3169,4643.210683879253,0.24748116960158453,58,South,P2,2023-12-17 18:00:00
A,3172,3189.6593615189036,0.3760103295762619,54,West,P3,2023-12-19 16:00:00
D,2572,3935.6215080074776,0.25487330966237376,24,North,P1,2023-10-23 01:00:00
A,3217,2386.23503926619,0.23844340006576306,37,East,P1,2023-07-03 20:00:00
D,1123,2630.863082660901,0.43435536325049695,51,North,P3,2023-05-12 13:00:00
B,4940,1502.2623145490056,0.14051044953240255,52,West,P1,2023-04-08 10:00:00
A,4106,1685.1798312866815,0.37035704913208434,51,South,P4,2023-08-21 20:00:00
E,4158,4309.426219304582,0.19949015751624988,39,West,P1,2023-03-08 17:00:00
C,3693,3339.3545267555282,0.10619929673047612,48,North,P1,2023-09-03 08:00:00
D,2731,2350.129863535276,0.16670570754907682,40,West,P4,2023-06-04 22:00:00
C,1785,4211.4048359821845,0.34266461191034714,36,West,P2,2023-08-20 02:00:00
C,3043,1986.079622551932,0.383650876594375,21,South,P2,2023-03-22 05:00:00
A,3248,4904.130794400815,0.10842311342252803,41,North,P4,2023-05-02 11:00:00
C,3416,2379.270430984679,0.11457017732068807,37,North,P1,2023-10-15 10:00:00
E,1796,2349.2438166049105,0.4610168459371813,56,North,P3,2023-12-18 19:00:00
C,1076,2247.647622146821,0.12932232724548795,45,East,P4,2023-08-24 12:00:00
A,1058,1488.4460636971517,0.4576728634466285,56,West,P3,2023-05-26 21:00:00
E,3478,1444.5485893280497,0.19126636550036233,34,North,P2,2023-10-31 02:00:00
B,3685,3592.4201381364937,0.3960071200632852,36,West,P4,2023-03-08 18:00:00
C,2523,4500.4721782321885,0.22389329957840484,52,South,P3,2023-11-03 15:00:00
A,2936,4162.0820410866945,0.4435008102436736,49,South,P1,2023-01-22 09:00:00
B,3156,1564.4303760854043,0.3801819461697432,64,East,P4,2023-12-26 17:00:00
B,4807,3182.328487168266,0.2607253834406781,63,East,P3,2023-12-08 08:00:00
D,4055,1422.36618390656,0.13052098166963183,64,South,P4,2023-09-28 21:00:00
E,2301,1181.1785744523097,0.39308007354832286,63,North,P4,2023-02-07 14:00:00
C,1067,3625.543437539069,0.3467539023860726,56,South,P2,2023-08-27 07:00:00
A,4140,3140.6093347214014,0.10116468713351551,52,West,P2,2023-12-06 12:00:00
D,4236,1328.0947408458833,0.10376794238897813,47,East,P1,2023-04-07 17:00:00
E,4560,1139.7569856239538,0.4235171892770776,34,East,P2,2023-02-05 15:00:00
D,3352,4959.025653637338,0.20375989552074156,59,South,P2,2023-02-12 09:00:00
E,2932,1120.0853285962876,0.35445346709122627,64,North,P2,2023-08-08 23:00:00
E,3721,2778.113012200639,0.281685767906099,46,North,P3,2023-11-18 08:00:00
C,1364,3018.4760984307823,0.44537200580870695,23,West,P4,2023-07-15 00:00:00
E,4925,1469.1205912017801,0.4667844452409955,34,East,P2,2023-10-22 16:00:00
D,1820,1676.247113758865,0.4987230850715416,34,South,P3,2023-10-04 00:00:00
E,2402,2407.22002564141,0.16147365432289873,31,South,P4,2023-01-09 03:00:00
C,3390,4046.7035048546504,0.44518561859019024,41,East,P2,2023-07-15 14:00:00
C,1946,3028.329696241067,0.20640855069152073,54,South,P2,2023-07-13 19:00:00
D,3946,3551.607498211846,0.3363263499582031,57,East,P4,2023-10-19 07:00:00
B,2577,4940.698220362699,0.3023091335476844,56,North,P3,2023-04-23 09:00:00
B,2377,4072.0217412528386,0.10719525262895507,49,North,P3,2023-02-14 01:00:00
E,2439,2737.4459925648707,0.47310851196243797,53,South,P1,2023-08-05 23:00:00
A,4180,2785.767687186195,0.13133082205968738,54,North,P4,2023-04-27 08:00:00
E,4634,3475.08830816402,0.37528756776309435,31,North,P1,2023-01-18 12:00:00
D,1761,3661.4608336756173,0.4140027344833048,44,West,P3,2023-04-28 06:00:00
D,4568,3002.8437033466853,0.41811513961907376,36,East,P2,2023-04-29 08:00:00
D,1340,3579.4448912599196,0.15419780757153792,48,East,P1,2023-02-12 23:00:00
D,3989,1094.129977656395,0.27902798020318886,63,South,P3,2023-11-15 07:00:00
D,1382,2718.4914555873765,0.431771548173592,26,East,P3,2023-03-04 03:00:00
C,2003,2115.752304293907,0.22107168415150188,55,West,P2,2023-07-27 07:00:00
B,2556,1516.6977809724417,0.2870994701498655,34,South,P4,2023-07-26 03:00:00
D,1299,1398.1860512351004,0.20911755707993832,36,South,P3,2023-01-22 05:00:00
A,1138,3412.76866245867,0.28542056715412967,61,East,P1,2023-03-19 11:00:00
A,1358,3094.402188610447,0.455135169037152,21,North,P2,2023-07-30 21:00:00
A,1835,2014.3364679854767,0.2820496924131078,28,North,P4,2023-03-19 10:00:00
A,2522,2883.800235090058,0.3223648068297281,39,North,P4,2023-08-22 15:00:00
C,4456,2968.929260729633,0.2615905133212334,21,North,P4,2023-03-28 01:00:00
A,2627,1780.0359217544633,0.2840468732813302,34,West,P3,2023-05-04 14:00:00
D,2982,3608.3722475266027,0.10606967961856868,25,South,P4,2023-10-10 05:00:00
E,2303,4123.6774255443615,0.2134982039841824,63,North,P3,2023-11-25 20:00:00
A,4708,4165.854163558076,0.27463268869672974,51,West,P2,2023-07-05 02:00:00
C,3530,3409.87932281382,0.35351879039709155,28,South,P2,2023-05-14 12:00:00
C,1908,3046.5543300760564,0.28002077222155686,48,East,P4,2023-01-24 23:00:00
A,2134,1244.0285720215795,0.23512681732862561,28,East,P2,2023-01-09 06:00:00
E,3913,2151.3251954064235,0.2552394941376629,55,West,P1,2023-11-06 07:00:00
A,3186,1373.0857871126796,0.19691733168018663,38,South,P1,2023-02-26 21:00:00
C,1995,4855.292643513894,0.46979771310962115,63,North,P3,2023-11-23 10:00:00
B,3482,1540.3205849030428,0.30869729031636584,47,South,P4,2023-03-25 06:00:00
D,3556,1607.1016394044082,0.10536378154884925,27,North,P3,2023-08-11 22:00:00
C,3320,4558.306473321969,0.10777850336781865,43,West,P2,2023-09-26 12:00:00
A,4170,4775.7131339058315,0.4891846539808167,44,North,P4,2023-02-12 08:00:00
D,4835,4063.3161569396393,0.18858035654929803,25,West,P3,2023-05-31 18:00:00
A,4921,1021.6196946906795,0.4222433155257259,56,South,P4,2023-01-02 01:00:00
A,3151,1005.3850838262548,0.1233101206242298,25,South,P4,2023-06-05 04:00:00
B,2237,2512.403079149803,0.4684650946778196,25,North,P3,2023-05-25 02:00:00
D,2784,1573.58148004357,0.44976680146667136,51,South,P4,2023-10-02 17:00:00
D,4735,1073.544568606389,0.3284372649738059,33,North,P2,2023-12-27 22:00:00
B,3809,2856.266757618019,0.10359946291330231,58,South,P1,2023-10-31 08:00:00
C,3834,4772.247589627887,0.20312434960933504,30,East,P1,2023-12-03 05:00:00
A,1164,2295.2782996097258,0.26272905895938603,40,North,P4,2023-07-17 18:00:00
E,1998,3644.5627137147862,0.28402564669902475,29,West,P1,2023-11-13 05:00:00
A,4924,3608.941412529763,0.21907150342494883,44,East,P4,2023-10-18 18:00:00
A,3567,2004.3204146606708,0.11317914729821199,39,West,P3,2023-05-07 17:00:00
C,2307,3601.7009952954572,0.3360509623706168,49,South,P2,2023-11-20 13:00:00
A,3564,1849.335897147565,0.3096618670779024,44,East,P1,2023-08-14 04:00:00
B,1656,1488.0296543075563,0.2132002541716311,19,South,P3,2023-01-24 19:00:00
B,3660,3805.5331422387603,0.11519038702784262,62,North,P2,2023-07-27 12:00:00
D,3211,1453.763268415667,0.49783767488877606,50,West,P1,2023-12-24 05:00:00
E,2909,4987.636874357421,0.2927944747305624,43,South,P1,2023-02-21 12:00:00
A,4730,1733.8096046009173,0.4024016967096309,45,West,P2,2023-04-10 04:00:00
A,3046,3376.56745102583,0.2809256140205342,36,West,P3,2023-10-27 01:00:00
C,3111,2645.4982856503575,0.11726811634517659,60,South,P3,2023-03-05 05:00:00
B,4162,1505.5456896226683,0.22384029803420002,22,North,P1,2023-03-05 21:00:00
E,2140,1111.3756303096536,0.22804405640236047,50,West,P2,2023-09-03 07:00:00
D,2889,3490.929129171333,0.43534116161960645,37,South,P3,2023-11-24 11:00:00
B,1266,4227.030255156505,0.36169199119994977,47,North,P2,2023-05-26 09:00:00
D,2845,4368.062646026976,0.21017196145578915,62,South,P2,2023-07-13 10:00:00
C,2708,2930.8538923077376,0.48709598186363445,25,North,P1,2023-03-31 14:00:00
C,4630,4109.821868729542,0.22861673295914856,55,West,P2,2023-08-10 15:00:00
A,4211,3691.388533954179,0.4992936103314881,34,East,P2,2023-06-06 22:00:00
E,3293,3897.018109996533,0.4984654772681053,61,South,P4,2023-07-26 16:00:00
D,4732,2970.3960208872563,0.17648420709869672,18,West,P2,2023-09-10 13:00:00
B,4829,3533.646960968508,0.2250964464753601,20,South,P3,2023-09-02 01:00:00
C,3442,4222.103654304228,0.29441767939386165,63,South,P1,2023-07-06 23:00:00
A,2510,2591.5367022280925,0.3656402684591564,43,North,P1,2023-11-19 22:00:00
A,1475,4223.915603470336,0.31121897960151973,48,South,P2,2023-02-14 21:00:00
D,4588,3368.0673711562513,0.48777658765290277,25,North,P2,2023-02-24 04:00:00
C,1976,1663.6040974831449,0.3895956656942766,60,West,P3,2023-10-05 01:00:00
E,2207,1098.7366288983385,0.18481793975318977,63,South,P4,2023-10-27 05:00:00
C,2043,2451.014401596608,0.14203902008545533,25,West,P1,2023-12-06 02:00:00
D,2960,3186.7853131853594,0.3753605162837427,52,East,P4,2023-04-16 09:00:00
D,1557,4359.281408813953,0.1633809760723052,56,West,P3,2023-05-16 20:00:00
C,2017,1509.9427205609848,0.4150707361343017,45,South,P1,2023-01-16 03:00:00
D,4595,4200.825390734317,0.2244146669041348,21,East,P3,2023-02-05 05:00:00
C,2605,4452.036184268907,0.2307573052222426,33,North,P2,2023-05-07 08:00:00
B,4600,1602.7499480033352,0.1043193569558048,30,East,P3,2023-02-25 07:00:00
C,1882,4406.377277216876,0.3804045068380163,37,South,P2,2023-12-24 15:00:00
C,3194,4965.814271371168,0.14530790122587434,22,South,P4,2023-05-16 15:00:00
D,1665,3907.3553241929503,0.4091522309854073,54,West,P1,2023-08-03 00:00:00
D,4375,4139.078727299951,0.2967471287668827,37,North,P1,2023-10-24 04:00:00
A,3667,4977.661070235494,0.4137119259818277,41,South,P4,2023-05-15 21:00:00
A,2771,3421.9250021037815,0.3335706156790965,53,South,P2,2023-08-25 04:00:00
B,3867,2231.5455280649976,0.1329733088075963,51,North,P1,2023-09-21 00:00:00
A,1863,4350.123336304223,0.40626093468207325,62,North,P3,2023-08-16 17:00:00
C,1581,3457.943110046525,0.1279197939578999,51,West,P2,2023-01-21 18:00:00
D,4070,3324.7816948838263,0.2914806882277329,36,East,P1,2023-09-10 14:00:00
A,1694,2014.5422220561532,0.16893968565798534,34,North,P3,2023-05-03 16:00:00
A,4833,4025.3370783315463,0.400934071191154,22,South,P3,2023-11-28 08:00:00
B,2251,1326.669103440385,0.46463649112245065,42,North,P1,2023-09-02 00:00:00
B,4173,4697.148283178645,0.3216504653433097,35,South,P4,2023-11-23 14:00:00
C,2610,2303.293843081939,0.3108589177196722,25,West,P4,2023-09-11 05:00:00
D,4488,1511.0986111599618,0.4055852785302472,44,East,P1,2023-01-06 15:00:00
B,2239,2769.466132409675,0.10203152519029089,32,West,P3,2023-06-18 01:00:00
A,3454,1169.8796370261325,0.4671034570540643,62,North,P4,2023-10-07 04:00:00
D,1398,3738.5047770598653,0.17897952683645268,30,South,P4,2023-06-21 09:00:00
D,2946,4610.822041781425,0.49364755353049494,33,North,P4,2023-09-30 18:00:00
A,1714,4349.052028554035,0.39450157918418494,39,North,P2,2023-12-16 20:00:00
B,1703,1509.4778937915244,0.4097004590802684,37,North,P4,2023-07-11 10:00:00
A,3808,1505.0845484309275,0.36248119214944263,30,North,P1,2023-01-24 09:00:00
D,3546,4253.737929297056,0.2886652731140641,37,East,P1,2023-08-14 00:00:00
E,4825,4697.017098412463,0.3286510773444662,19,South,P2,2023-11-02 13:00:00
E,4536,2842.6793193339563,0.11856115440605026,52,North,P2,2023-05-19 02:00:00
C,2714,2995.884467655064,0.34958380377280573,64,South,P1,2023-06-15 00:00:00
A,2972,2273.0481655429035,0.3504392407948187,36,East,P2,2023-04-03 03:00:00
A,4021,4577.060473025656,0.45648031896072383,62,South,P4,2023-04-09 19:00:00
C,4802,3579.611621169424,0.30226254297208777,54,South,P3,2023-10-18 14:00:00
C,1081,2153.006308669474,0.13085774963442443,23,East,P3,2023-04-22 17:00:00
C,1603,2195.1314842170063,0.2224783681928325,31,North,P3,2023-04-27 22:00:00
D,2970,4564.800292254409,0.36225176484572696,21,South,P1,2023-04-04 23:00:00
A,2710,1054.536095623286,0.19570354510058557,39,West,P2,2023-09-23 22:00:00
D,3046,2290.9062909065533,0.2122111287421604,56,South,P3,2023-07-24 03:00:00
C,4822,3217.426724865476,0.4281876065443414,53,North,P4,2023-05-12 15:00:00
A,3819,1592.8698483972985,0.33372789270508363,51,West,P4,2023-08-24 16:00:00
D,1902,1368.3950167983592,0.303410972709429,44,North,P4,2023-03-02 12:00:00
D,1364,4261.10532436224,0.22738078672232176,24,South,P2,2023-04-07 18:00:00
C,1162,4577.61755459403,0.3923712143732133,20,East,P3,2023-10-23 17:00:00
A,4119,4294.425683192758,0.21508737379601173,64,North,P4,2023-03-15 16:00:00
C,3558,4595.15155894939,0.3948254070576701,50,North,P2,2023-09-12 00:00:00
A,4400,3212.447884233486,0.12804059210697682,19,East,P4,2023-08-05 01:00:00
E,2863,4249.032483961368,0.4458165366328335,59,South,P3,2023-02-18 17:00:00
B,1115,2536.1705535644014,0.2998265853503731,33,North,P3,2023-07-16 06:00:00
B,3988,3665.071445916154,0.275403206679588,42,South,P3,2023-10-02 14:00:00
B,4920,4955.342125556657,0.34440936461676985,32,South,P3,2023-01-17 02:00:00
C,3384,1902.9108953565096,0.3496768291585082,41,South,P3,2023-04-12 06:00:00
E,1880,2559.5989851643226,0.15281407075599823,32,East,P4,2023-02-28 13:00:00
A,3784,2920.1895092403424,0.40249343592648534,48,South,P3,2023-01-06 03:00:00
D,4935,1552.061948080207,0.21037131918002516,31,South,P4,2023-06-16 13:00:00
A,1839,1324.154441860227,0.46198475206796563,31,West,P3,2023-09-04 05:00:00
D,3194,4318.891465286498,0.42714026536593297,23,West,P4,2023-06-12 08:00:00
A,4646,4907.177491310345,0.2385064166138994,31,West,P3,2023-12-03 02:00:00
E,4877,2618.9002553186347,0.42309571728028583,34,North,P4,2023-01-31 07:00:00
D,2346,1350.5993447786132,0.24255619971996167,35,North,P3,2023-10-21 07:00:00
C,3490,1263.247042762306,0.14037907265441626,37,West,P2,2023-11-18 11:00:00
A,3884,4565.272825441194,0.4847552954902832,34,East,P4,2023-06-02 22:00:00
A,2036,2855.2569989107196,0.36104080608617606,33,East,P2,2023-02-17 13:00:00
D,1942,2280.1092662495676,0.28243981066503665,57,West,P4,2023-06-17 23:00:00
C,4565,2905.8450849575984,0.25910934061241586,56,North,P4,2023-12-23 06:00:00
C,2724,2273.2163787693894,0.2298821337033056,49,North,P4,2023-06-05 22:00:00
E,3334,2956.14310123048,0.4925790381716517,61,East,P1,2023-04-29 12:00:00
C,3767,4438.225587671747,0.15389890605236298,26,South,P3,2023-04-03 03:00:00
C,2137,3369.2054842483826,0.22592202356822733,44,East,P2,2023-02-10 12:00:00
C,3527,3778.6150912407015,0.2941990561130654,63,South,P2,2023-01-16 00:00:00
B,1021,2458.682704937346,0.29119981802172457,50,North,P4,2023-04-20 16:00:00
E,4420,3954.023514042075,0.2885465937631374,27,North,P2,2023-05-13 22:00:00
A,2749,3666.4683395174893,0.17031352633215274,34,West,P2,2023-07-26 04:00:00
D,1682,1478.2479910082257,0.15797301084380022,53,North,P2,2023-03-09 16:00:00
A,4906,3290.5714124623382,0.20190703453144804,34,South,P2,2023-03-15 04:00:00
E,4637,2026.9739852390321,0.4658104615208224,35,East,P1,2023-11-22 18:00:00
D,3953,4216.382678534372,0.14522118713380405,40,West,P4,2023-08-02 07:00:00
E,2833,2703.750833867758,0.4029700413493299,51,South,P2,2023-09-09 02:00:00
C,3367,4978.7366607859485,0.4030193572533486,25,East,P1,2023-12-18 08:00:00
D,1125,1370.0017517558551,0.423908161558905,30,East,P1,2023-10-18 15:00:00
C,1276,4121.391450960635,0.45464619559574226,40,East,P4,2023-02-10 15:00:00
A,2999,3694.806934168626,0.2052144710155721,37,North,P3,2023-06-29 22:00:00
A,2227,4069.9953223628218,0.18982378770755856,39,East,P3,2023-09-04 19:00:00
D,3241,2230.1191819618252,0.2862022666109919,64,North,P3,2023-04-07 09:00:00
D,4752,2968.2179575296022,0.20603566750081448,40,East,P2,2023-02-02 19:00:00
E,4735,4186.034078894834,0.393723995593243,58,East,P4,2023-04-12 04:00:00
E,4618,1930.16532648342,0.3543758306965735,52,North,P3,2023-10-05 16:00:00
C,1695,1904.1327871546082,0.44999507522106064,20,North,P2,2023-11-08 19:00:00
D,2309,3204.2038131797294,0.13309532139482863,51,South,P4,2023-02-26 19:00:00
A,1056,3094.2543181194233,0.46603333334322994,50,East,P2,2023-06-14 23:00:00
E,4805,2129.049881651731,0.21733945066803584,63,North,P3,2023-03-14 21:00:00
E,4374,2192.302602099291,0.29627773837079363,34,South,P3,2023-10-05 23:00:00
A,4234,2111.380652826262,0.27544457437585745,62,South,P1,2023-01-23 12:00:00
E,1018,4086.0482479939506,0.40412466044176953,36,North,P1,2023-11-15 02:00:00
C,4441,3607.6034622498423,0.268133323772737,47,East,P4,2023-12-20 10:00:00
D,3311,4329.6687336410105,0.4774212582597638,40,South,P2,2023-06-13 23:00:00
A,3841,4901.892113256087,0.46101355305543024,32,East,P2,2023-06-14 22:00:00
D,1112,2896.6571850879454,0.4488644607878026,31,East,P3,2023-06-10 19:00:00
E,4559,1266.7755256217954,0.12850333305929118,19,South,P3,2023-12-02 10:00:00
E,4398,1192.3692416481417,0.44170322462157585,56,North,P4,2023-08-11 03:00:00
A,1541,2182.660157086477,0.4126541781772842,35,East,P1,2023-12-08 15:00:00
C,3694,4730.1783574098035,0.1414051788024524,23,West,P3,2023-03-11 01:00:00
B,1578,3092.8522198834994,0.14296573017448877,49,North,P2,2023-09-15 17:00:00
A,2088,2087.1460643205164,0.14046552460701647,38,South,P3,2023-07-04 12:00:00
B,4363,2596.6671780440784,0.10453303728179503,57,West,P1,2023-10-29 13:00:00
B,1024,3394.380429618683,0.3194537220778334,45,East,P2,2023-02-13 07:00:00
C,2572,3611.798632551369,0.4893577165744173,44,North,P1,2023-03-30 04:00:00
B,3048,1615.6780391316202,0.27547388115991744,19,West,P4,2023-06-17 10:00:00
B,3958,4908.126706180704,0.31630300075494255,50,North,P4,2023-11-11 10:00:00
C,2572,3179.088907931155,0.4871879187079823,33,East,P1,2023-03-18 00:00:00
B,1140,1542.7532711691172,0.2020728915096923,56,North,P2,2023-05-28 06:00:00
B,2767,4574.541013384534,0.44338810103930515,39,West,P1,2023-10-05 22:00:00
B,1647,1298.5537243177153,0.31855618688469445,60,North,P3,2023-12-10 22:00:00
A,4972,4630.941732710051,0.3277906058652043,64,South,P3,2023-12-19 04:00:00
A,3235,4986.2626251559295,0.23726954288291344,30,South,P1,2023-05-29 19:00:00
A,4199,3801.7271966260155,0.3246337443867633,19,West,P3,2023-05-14 00:00:00
C,1200,4081.788884295959,0.12925700379131358,31,North,P1,2023-07-26 09:00:00
E,4198,2349.2113458699455,0.4058574290456449,55,West,P3,2023-06-28 03:00:00
